,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,€,Дигоми,Varketili,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
13,13,13-02-2020 05:54:54,Tbilisi,8ec76151d3,Metadon VHQ 0.5 24/7,True,4,нет,Тбилиси,0.5 гр,0.0257,18914,7392,658,300.0,,,,,,,,,,,,Metadon VHQ 0.5 24/7
14,14,13-02-2020 05:54:54,Tbilisi,1768a14bbd,"NEW Sale!! Cocaine 0,5 гр. HQ",True,2,нет,Тбилиси,0.5 гр,0.0094,6242,2439,217,99.0,,,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
15,15,13-02-2020 05:54:54,Tbilisi,61df6a1c90,Метадон 0.6гр,True,2,нет,Тбилиси,0.6 гр,0.0257,18914,7392,658,300.0,,,,,,,,,,,,Metadon 0.6gr
16,16,13-02-2020 05:54:54,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,4,нет,Тбилиси,0.8 гр,0.0113,7566,2957,263,120.0,,,,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
17,17,13-02-2020 05:54:54,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,17,нет,Тбилиси,1 гр,0.0038,2837,1109,99,45.0,,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
18,18,13-02-2020 05:54:54,Tbilisi,cb721d4bca,1 gr Шишки “OG KUSH VHQ”,True,5,нет,Тбилиси,1 гр,0.0047,3152,1232,110,50.0,,,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
19,19,13-02-2020 05:54:54,Tbilisi,21de5577be,1 gr. Blue Berry Kush 100% Natural/Indika/ Import,,5,нет,Тбилиси,1 гр,0.0042,2837,1109,99,45.0,,,,,True,,,,,,,1 gr. Blue Berry Kush 100% Natural/Indika/ Import
20,20,13-02-2020 05:54:54,Tbilisi,366326d4d6,1g MDMA - !!!NEW!!! - Purity 93%,True,7,нет,Тбилиси,1 гр,0.0104,6872,2686,239,109.0,,,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
21,21,13-02-2020 05:54:54,Tbilisi,7c395c455d,2 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,2,нет,Тбилиси,1 гр,0.0075,5044,1971,175,80.0,,,,,,,,,,,,2 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
22,22,13-02-2020 05:54:54,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,8,нет,Тбилиси,1 гр,0.0209,13870,5421,482,220.0,,,,,,,,,,,,"Cocaine, 1g"
23,23,13-02-2020 05:54:54,Tbilisi,8219f5e7b8,Ketamine 1g,True,3,нет,Тбилиси,1 гр,0.0095,6305,2464,219,100.0,,,,,,,,,,,,Ketamine 1g
24,24,13-02-2020 05:54:54,Tbilisi,366326d4d6,Ketamine 1g.,True,1,нет,Тбилиси,1 гр,0.0085,5611,2193,195,89.0,,,,,,,,,,,,Ketamine 1g.
25,25,13-02-2020 05:54:54,Tbilisi,ae784bef73,Maserati (ecstasy) 1шт,True,2,нет,Тбилиси,1 гр,0.0042,2837,1109,99,45.0,,,,,,,,,,,,Maserati (ecstasy) 1sht
26,26,13-02-2020 05:54:54,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,4,нет,Тбилиси,1 гр,0.0428,31524,12320,1096,500.0,,,,,,,,,,,,Metadon VHQ 1 24/7
27,27,13-02-2020 05:54:54,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.018000000000000002,11916,4657,414,189.0,,,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
28,28,13-02-2020 05:54:54,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,13,нет,Тбилиси,1 гр,0.0111,8196,3203,285,130.0,,,,,,,,,,,,NZT-52 mind storm limited 1g muka
29,29,13-02-2020 05:54:54,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,2,нет,Тбилиси,1 гр,0.018000000000000002,12546,4903,436,199.0,,,,,,,,,,,,VHQ BEST Cocaine 1g.
30,30,13-02-2020 05:54:54,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,5,нет,Тбилиси,1 гр,0.0135,9457,3696,329,150.0,,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
31,31,13-02-2020 05:54:54,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0176,11916,4657,414,189.0,,,,,,,,,,,,Kokain HQ 1g.
32,32,13-02-2020 05:55:21,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0187,12546,4903,436,199.0,,,,,,True,,,,,,Kokain KOLUMBIA 1g
33,33,13-02-2020 05:55:21,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0407,28371,11088,986,450.0,,,,,,,,,,,,Metadon 1gr
34,34,13-02-2020 05:55:21,Tbilisi,e8a987a33c,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0377,25219,9856,877,400.0,,,,,,,,,,,,"Metadon, 1gr"
35,35,13-02-2020 05:55:21,Tbilisi,7c395c455d,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,10,нет,Тбилиси,1.2 гр,0.0113,7566,2957,263,120.0,,,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
36,36,13-02-2020 05:55:21,Tbilisi,2dbb5960b9,Methadone HQ in city 1.3g,True,2,нет,Тбилиси,1.3 гр,0.0518,34676,13552,1206,550.0,,,,,,,,,,,,Methadone HQ in city 1.3g
37,37,13-02-2020 05:55:21,Tbilisi,7ee4f68218,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.0069,4815,1882,167,,,,70.0,,,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
38,38,13-02-2020 05:55:21,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,2 гр,0.0067,4413,1725,153,70.0,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
39,39,13-02-2020 05:55:21,Tbilisi,7ee4f68218,2гр ГАШИШ,True,1,нет,Тбилиси,2 гр,0.0099,6935,2710,241,110.0,,,,,,,,,,,,2gr GAShISh
40,40,13-02-2020 05:55:21,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0355,24273,9486,844,385.0,,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
41,41,13-02-2020 05:55:21,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0067,4413,1725,153,70.0,,,,,,,,,,,,"LSD - 250 ug, 2 pieces"
42,42,13-02-2020 05:55:21,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0197,14501,5667,504,230.0,,,,,,,,,,,,NZT-52 mind storm limited 2g muka
43,43,13-02-2020 05:55:21,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0343,23895,9339,831,379.0,,,,,,,,,,,,Kokain HQ 2g.
44,44,13-02-2020 05:55:21,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0376,25156,9831,875,399.0,,,,,,True,,,,,,Kokain KOLUMBIA 2g
45,45,13-02-2020 05:55:21,Tbilisi,ad9cb826c6,"3 Grm Mdma , Purity A +++",True,3,нет,Тбилиси,3 гр,0.0188,13870,5421,482,220.0,,,,,,,,,,,,"3 Grm Mdma , Purity A +++"
46,46,13-02-2020 05:55:21,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.01,6620,2587,230,105.0,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
47,47,13-02-2020 05:55:21,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0283,20806,8131,723,330.0,,,,,,,,,,,,NZT-52 mind storm limited 3g muka
48,48,13-02-2020 05:55:21,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈,True,2,нет,Тбилиси,3 гр,0.0113,7503,2932,261,119.0,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈
49,49,13-02-2020 05:55:21,Tbilisi,edfbad0151,"VHQ Cx Columbia Import 3+0.3G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,3.3 гр,0.0385,28371,11088,986,450.0,,,,,,,,,,,,"VHQ Cx Columbia Import 3+0.3G High Quality ""Btc -10% Sale"""
50,50,13-02-2020 05:55:21,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0151,10024,3918,349,159.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
51,51,13-02-2020 05:55:21,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0148,9772,3819,340,155.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
52,52,13-02-2020 05:55:21,Tbilisi,9795761a65,*new* Cocaine peru HQ 5 gr BTC -10 %,True,1,нет,Тбилиси,5 гр,0.083,61080,23878,2124,,,,888.0,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
53,53,13-02-2020 05:55:21,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0274,20175,7885,701,320.0,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
54,54,13-02-2020 05:55:21,Tbilisi,366326d4d6,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0809,53590,20944,1863,850.0,,,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
55,55,13-02-2020 05:55:21,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0151,10024,3918,349,159.0,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
56,56,13-02-2020 05:55:21,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,2,нет,Тбилиси,5 гр,0.0147,9709,3795,338,154.0,,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
57,57,13-02-2020 05:55:21,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.0736,54157,21166,1883,859.0,,,,,,,,,,,,VHQ BEST Cocaine 5g.
58,58,13-02-2020 05:55:21,Tbilisi,c225d2f67d,гашиш евро 5г,True,2,нет,Тбилиси,5 гр,0.019,13240,5174,460,210.0,,,,,,,,,,,,gashish evro 5g
59,59,13-02-2020 05:55:21,Tbilisi,edfbad0151,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,6 гр,0.0738,50438,19712,1754,800.0,,,,,,,,,,,,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale"""
60,60,13-02-2020 05:55:21,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0362,25219,9856,877,400.0,,,,,,,,,,,,gashish evro 10g
61,61,13-02-2020 05:55:21,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,23,нет,Тбилиси,10 гр,0.0086,6305,2464,219,100.0,,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
62,62,13-02-2020 05:55:21,Tbilisi,9795761a65,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.0865,114595,44799,3986,,,,1666.0,,,,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
63,63,13-02-2020 05:55:21,Tbilisi,436325081c,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.0057,4161,1626,145,66.0,,,,,,,,,,,,weed leaves 13gr +
64,64,13-02-2020 05:55:21,Tbilisi,436325081c,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.0117,8637,3376,300,137.0,,,,,,,,,,,,georgian weed 15 gr salee !!!
65,65,13-02-2020 05:55:21,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0702,48988,19145,1703,777.0,,,,,,,,,,,,Gashish Evro 20gr
66,66,13-02-2020 05:55:21,Tbilisi,9795761a65,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,2,нет,Тбилиси,22 гр,0.1442,191014,74674,6643,,,,2777.0,,,,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
67,67,13-02-2020 05:55:21,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0238,15762,6160,548,250.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
68,68,13-02-2020 05:55:59,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,1,5,Тбилиси,0.35 гр,0.0333,22066,8624,767,350.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
69,69,13-02-2020 05:55:59,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0571,37828,14784,1315,600.0,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
70,70,13-02-2020 05:55:59,Tbilisi,7c395c455d,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0207,13870,5421,482,220.0,,,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
71,71,13-02-2020 05:55:59,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0377,25219,9856,877,400.0,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
72,72,13-02-2020 05:55:59,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0226,15131,5914,526,240.0,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
73,73,13-02-2020 05:55:59,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0236,15762,6160,548,250.0,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
74,74,13-02-2020 05:55:59,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1285,94571,36960,3288,1500.0,,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
75,75,13-02-2020 05:55:59,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0236,15762,6160,548,250.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
76,76,13-02-2020 05:55:59,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0236,15762,6160,548,250.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
77,77,13-02-2020 05:55:59,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,3,Тбилиси,5 гр,0.0187,12546,4903,436,199.0,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
78,78,13-02-2020 05:55:59,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0236,15762,6160,548,250.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
79,79,13-02-2020 05:55:59,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0188,13807,5396,480,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
80,80,13-02-2020 05:55:59,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0179,13177,5150,458,209.0,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
81,81,13-02-2020 05:55:59,Tbilisi,851e5b91a0,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0179,13177,5150,458,209.0,,,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
82,82,13-02-2020 05:55:59,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0179,13177,5150,458,209.0,,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
83,83,13-02-2020 05:55:59,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0236,15762,6160,548,250.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
84,84,13-02-2020 05:55:59,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0171,12609,4928,438,200.0,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
85,85,13-02-2020 05:55:59,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1902,140000,64421,4872,,,,,,,,,,,,,reagent 25i nbome. 5gr
86,86,13-02-2020 05:55:59,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2569,189141,73920,6576,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
87,87,13-02-2020 05:55:59,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0465,30830,12049,1072,489.0,,,,,,,,,,,,💘✨5g. MDMA ✨💘
88,88,13-02-2020 05:55:59,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0171,11348,4435,395,180.0,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
89,89,13-02-2020 05:55:59,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0376,25156,9831,875,399.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
90,90,13-02-2020 05:55:59,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1713,126094,49280,4384,2000.0,,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
91,91,13-02-2020 05:55:59,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0754,50438,19712,1754,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
92,92,13-02-2020 05:55:59,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0342,25156,9831,875,399.0,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
93,93,13-02-2020 05:55:59,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2096,140280,54824,4877,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
94,94,13-02-2020 05:55:59,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0769,50942,19909,1771,808.0,,,,,,,,,,,,💘✨10gram MDMA ✨💘
95,95,13-02-2020 05:55:59,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0285,18851,7367,655,299.0,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
96,96,13-02-2020 05:55:59,Tbilisi,c9a56b2b4a,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0428,28371,11088,986,450.0,,,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
97,97,13-02-2020 05:55:59,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2826,208055,81312,7233,3300.0,,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
98,98,13-02-2020 05:55:59,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0542,37828,14784,1315,600.0,,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
99,99,13-02-2020 05:55:59,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1028,75656,29568,2630,1200.0,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
100,100,13-02-2020 05:56:33,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0814,56742,22176,1973,900.0,,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
101,101,13-02-2020 05:56:33,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0895,59895,23408,2082,950.0,,,,,,,,,,,,Hybrid Skunk! 50 gr
102,102,13-02-2020 05:56:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1884,126094,49280,4384,2000.0,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
103,103,13-02-2020 05:56:33,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1696,113485,44352,3945,1800.0,,,,,,,,,,,,Hybrid Skunk! 100 gr
104,104,13-02-2020 05:56:33,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2355,157618,61600,5480,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
