,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
17,18-03-2020 12:58:48,Tbilisi,V4T,COCAcoLA,COCAINE VHQ1gr СУПЕР COCA!!! SALE - BTC,True,5,нет,Тбилиси,1 гр,0.0331,14778,5700,473,200,,,,,,,,,,,COCAINE VHQ1gr SUPER COCA!!! SALE - BTC
18,18-03-2020 12:58:48,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,,4,нет,Тбилиси,1 гр,0.0284,13226,5102,424,179,True,,,,,,,,,,Cocaine Pure VHQ 1g
19,18-03-2020 12:58:48,Tbilisi,X4ZM,ZYX,Gorilla Glue! 1G ! NEW !,,2,нет,Тбилиси,1 гр,0.0071,3177,1226,102,43,True,,,,,,,,,,Gorilla Glue! 1G ! NEW !
20,18-03-2020 12:58:48,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,,4,нет,Тбилиси,1 гр,0.0826,40639,15675,1302,550,True,,,,,,,,,,Metadon VHQ 1 24/7
21,18-03-2020 12:58:48,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G,,7,нет,Тбилиси,1 гр,0.0079,3547,1368,114,48,True,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
22,18-03-2020 12:58:48,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,,1,нет,Тбилиси,1 гр,0.0316,13965,5387,447,189,True,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
23,18-03-2020 12:58:48,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,,2,нет,Тбилиси,1 гр,0.0316,14704,5672,471,199,True,,,,,,,,,,VHQ BEST Cocaine 1g.
24,18-03-2020 12:58:48,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0309,13965,5387,447,189,True,,,,,,,,,,Kokain HQ 1g.
25,18-03-2020 12:58:48,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1352,66501,25650,2131,900,True,,,,,,,,,,Metadon 1gr
26,18-03-2020 12:58:48,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,3,нет,Тбилиси,1 гр,0.003,1478,570,47,20,True,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
27,18-03-2020 12:58:48,Tbilisi,9VLN,AlienShop,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,,2,нет,Тбилиси,1 гр,0.0115,5098,1967,163,69,True,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
28,18-03-2020 12:58:48,Tbilisi,BB6E,WEEDSH0P,2 gr GORILLA GLUE марихуана BUDS btc sale 5%,,4,нет,Тбилиси,2 гр,0.0114,5098,1967,163,69,True,,,,,,,,,,2 gr GORILLA GLUE marihuana BUDS btc sale 5%
29,18-03-2020 12:58:48,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,,2,нет,Тбилиси,2 гр,0.0131,5837,2252,187,79,True,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
30,18-03-2020 12:58:48,Tbilisi,1GT8,GREENGY,2g hybrid buds INDICA,True,3,нет,Тбилиси,2 гр,0.0143,6650,2565,213,90,,,,,,,,,,,2g hybrid buds INDICA
31,18-03-2020 12:58:48,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,,2,нет,Тбилиси,2 гр,0.0601,26600,10260,852,360,True,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
32,18-03-2020 12:58:48,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0581,26231,10118,840,355,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
33,18-03-2020 12:58:48,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,,1,нет,Тбилиси,2 гр,0.0586,28817,11115,923,390,True,,,,,,,,,,VHQ BEST Cocaine 2g.
34,18-03-2020 12:59:25,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.044,20576,7875,658,,True,,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
35,18-03-2020 12:59:25,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,4,нет,Тбилиси,3 гр,0.0175,7758,2993,249,105,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
36,18-03-2020 12:59:25,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,,2,нет,Тбилиси,4 гр,0.009,4433,1710,142,60,True,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
37,18-03-2020 12:59:25,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,,3,нет,Тбилиси,5 гр,0.0264,11748,4532,376,159,True,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
38,18-03-2020 12:59:25,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,,2,нет,Тбилиси,5 гр,0.0258,11453,4418,367,155,True,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
39,18-03-2020 12:59:25,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0479,23645,9120,758,320,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
40,18-03-2020 12:59:25,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0489,22167,8550,710,300,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
41,18-03-2020 12:59:25,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0598,27984,10710,895,,True,,,340,,,,,,,5 gr mdma (skidka v bitkoin 5%)
42,18-03-2020 12:59:25,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,7,нет,Тбилиси,5 гр,0.0291,12931,4988,414,175,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
43,18-03-2020 12:59:25,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1296,58151,22430,1863,787,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
44,18-03-2020 12:59:25,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,,2,нет,Тбилиси,5 гр,0.0264,11748,4532,376,159,True,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
45,18-03-2020 12:59:25,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,10,нет,Тбилиси,5 гр,0.0097,4803,1853,154,65,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
46,18-03-2020 12:59:25,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0535,24014,9263,769,325,,,True,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
47,18-03-2020 12:59:25,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0601,26970,10403,864,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
48,18-03-2020 12:59:25,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.044,19729,7610,632,267,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
49,18-03-2020 12:59:25,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0148,7315,2822,234,99,True,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
50,18-03-2020 12:59:25,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0632,29556,11400,947,400,True,,,,,,,,,,gashish evro 10g
51,18-03-2020 12:59:25,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1046,46920,18098,1503,635,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
52,18-03-2020 12:59:25,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,13,5,Тбилиси,0.27 гр,0.0378,16773,6470,537,227,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
53,18-03-2020 12:59:25,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,нет,3,Тбилиси,1.1 гр,0.1081,48028,18525,1539,650,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
54,18-03-2020 12:59:25,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,,нет,1,Тбилиси,1.4 гр,0.1153,51723,19950,1657,700,True,,,,,,,,,,Methadone HQ in city 1.4g
55,18-03-2020 12:59:25,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0981,43595,16815,1397,590,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
56,18-03-2020 12:59:25,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0659,29556,11400,947,400,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
57,18-03-2020 12:59:25,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0906,40639,15675,1302,550,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
58,18-03-2020 12:59:25,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0257,11527,4446,369,156,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
59,18-03-2020 12:59:25,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0328,14704,5672,471,199,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
60,18-03-2020 12:59:25,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0263,11822,4560,379,160,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
61,18-03-2020 12:59:25,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0328,14704,5672,471,199,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
62,18-03-2020 12:59:25,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0328,14704,5672,471,199,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
63,18-03-2020 12:59:25,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0239,10714,4133,343,145,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
64,18-03-2020 12:59:25,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0328,16182,6242,518,219,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
65,18-03-2020 12:59:25,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,,нет,3,Тбилиси,5 гр,0.0348,16256,6270,521,220,True,,,,,,,,,,Hybrid Gagarin. 5g.
66,18-03-2020 13:00:14,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0499,22167,8550,710,300,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
67,18-03-2020 13:00:14,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0247,11083,4275,355,150,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
68,18-03-2020 13:00:14,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0299,14778,5700,473,200,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
69,18-03-2020 13:00:14,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3849,190000,87429,6063,,True,,,,,,,,,,reagent 25i nbome. 5gr
70,18-03-2020 13:00:14,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4491,221669,85500,7102,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
71,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1429,63471,24482,2034,859,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
72,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0308,13670,5273,438,185,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
73,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0813,36132,13937,1158,489,True,,,,,,,,,,💘✨5g. MDMA ✨💘
74,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0547,24310,9377,779,329,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
75,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,9,Тбилиси,5 гр,0.0299,13300,5130,426,180,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
76,18-03-2020 13:00:14,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1482,66501,25650,2131,900,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
77,18-03-2020 13:00:14,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1153,51723,19950,1657,700,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
78,18-03-2020 13:00:14,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,8,Тбилиси,10 гр,0.0657,29482,11372,945,399,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
79,18-03-2020 13:00:14,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0582,25861,9975,829,350,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
80,18-03-2020 13:00:14,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1317,59112,22800,1894,800,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
81,18-03-2020 13:00:14,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3664,164404,63413,5267,2225,True,,,,,,,,,,Amfetamin [White] [Import] 10G
82,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.241,107066,41297,3430,1449,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
83,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0614,27265,10517,874,369,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
84,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0497,22093,8522,708,299,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
85,18-03-2020 13:00:14,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0996,44260,17072,1418,599,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
86,18-03-2020 13:00:14,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1796,88668,34200,2841,1200,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
87,18-03-2020 13:00:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3293,147779,57000,4735,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
88,18-03-2020 13:00:14,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3326,147779,57000,4735,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
89,18-03-2020 13:00:14,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4117,184724,71250,5918,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
90,18-03-2020 13:00:14,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2495,110834,42750,3551,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
91,18-03-2020 13:00:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.7575,339892,131100,10890,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
92,18-03-2020 13:00:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.235,554172,213750,17755,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
93,18-03-2020 13:00:14,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.3996,628062,242250,20122,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
94,18-03-2020 13:00:14,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0299,14778,5700,473,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
95,18-03-2020 13:00:14,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0225,11083,4275,355,150,True,,,,,,,,,,Rabota na marki (kur'er)
96,18-03-2020 13:00:14,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0329,14778,5700,473,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
97,18-03-2020 13:00:14,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0412,18472,7125,592,250,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
98,18-03-2020 13:00:14,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4924,1108344,427500,35510,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
99,18-03-2020 13:00:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4924,1108344,427500,35510,15000,True,,,,,,,,,,Vakansija optovogo kur'era na mef
100,18-03-2020 13:01:37,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,30,нет,Батуми,1 гр,0.0285,14039,5415,450,190,,,,,,,,True,,,NZT-52 limited 1 g muka
101,18-03-2020 13:01:37,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0511,25122,9690,805,340,,,,,,,,True,,,NZT-52 limited 2g muka
102,18-03-2020 13:01:37,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3636,162557,62700,5208,2200,,,,,,,,True,,,[100g] SPAIN HASH
