,Unnamed: 0,time_stamp,region,sell_code,description,Old Tbilisi (Старый город),готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Saburtalo,Дигоми,Авлобари,Gldani,Varketili,Didube,€,Центр,Батуми,Кутаиси,desc_en
10,10,05-05-2020 13:36:39,Tbilisi,8ddca45a78,"1g SOUR DIESEL (Hybrid, Sativa)",,1,нет,Тбилиси,1 гр,0.0051,3491,1303,118,48.0,True,,,,,,,,,,,"1g SOUR DIESEL (Hybrid, Sativa)"
11,11,05-05-2020 13:36:39,Tbilisi,bb1791277e,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,,3,нет,Тбилиси,1 гр,0.0058,4000,1493,135,55.0,True,,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
12,12,05-05-2020 13:36:39,Tbilisi,ba95863126,Hybrid Ana-sha 1G.,,2,нет,Тбилиси,1 гр,0.0039,2982,1113,101,41.0,True,,,,,,,,,,,Hybrid Ana-sha 1G.
13,13,05-05-2020 13:36:39,Tbilisi,1dfc50c91e,"Somango, MARIJUANA BUDS 1G, BTC SALE 10%",,2,нет,Тбилиси,1 гр,0.0047,3564,1330,120,49.0,,True,True,,,,,,,,,"Somango, MARIJUANA BUDS 1G, BTC SALE 10%"
14,14,05-05-2020 13:36:39,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 1 Gr,,13,нет,Тбилиси,1 гр,0.0043,2982,1113,101,41.0,True,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 1 Gr
15,15,05-05-2020 13:36:39,Tbilisi,61df6a1c90,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.0864,65454,24435,2209,900.0,True,,,,,,,,,,,Metadon 1gr
16,16,05-05-2020 13:36:39,Tbilisi,dd631c4acf,☃️❄1g. New Columbian COCAINE!!❄☃️,,1,нет,Тбилиси,1 гр,0.0255,17382,6489,587,239.0,,True,,,,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
17,17,05-05-2020 13:36:39,Tbilisi,1dfc50c91e,"Somango, MARIJUANA BUDS 1.5G, BTC SALE 10%",,10,нет,Тбилиси,1.5 гр,0.0067,5091,1901,172,70.0,,True,True,True,True,True,,,,,,"Somango, MARIJUANA BUDS 1.5G, BTC SALE 10%"
18,18,05-05-2020 13:36:39,Tbilisi,366326d4d6,2 ECSTASY << PACO RABANNE >>,,5,нет,Тбилиси,2 гр,0.0095,6473,2416,218,89.0,True,,,,,,,,,,,2 ECSTASY << PACO RABANNE >>
19,19,05-05-2020 13:36:39,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds,,5,нет,Тбилиси,2 гр,0.0106,7273,2715,245,100.0,True,,,,,,,,,,,2 G Hybrid Marijuana Buds
20,20,05-05-2020 13:36:39,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,,5,нет,Тбилиси,2 гр,0.0095,6473,2416,218,89.0,True,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
21,21,05-05-2020 13:36:39,Tbilisi,4659482266,2g super Skunk top class buds.,,2,нет,Тбилиси,2 гр,0.0091,6182,2308,209,85.0,,,,,True,,,,,,,2g super Skunk top class buds.
22,22,05-05-2020 13:36:39,Tbilisi,bb1791277e,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,,6,нет,Тбилиси,2 гр,0.0105,7200,2688,243,99.0,True,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
23,23,05-05-2020 13:36:39,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,,2,нет,Тбилиси,2 гр,0.0075,5091,1901,172,70.0,True,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
24,24,05-05-2020 13:36:39,Tbilisi,e56bb6ca93,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,18,нет,Тбилиси,2 гр,0.0094,6473,2416,218,89.0,True,,True,,,,True,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
25,25,05-05-2020 13:36:39,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,,1,нет,Тбилиси,2 гр,0.0502,34909,13032,1178,480.0,True,,,,,,,,,,,VHQ BEST Cocaine 2g.
26,26,05-05-2020 13:36:39,Tbilisi,aeb8abccb9,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,3,нет,Тбилиси,2 гр,0.009000000000000001,6182,2308,209,85.0,,True,,,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
27,27,05-05-2020 13:36:39,Tbilisi,366326d4d6,3 ECSTASY << PACO RABANNE >>,,4,нет,Тбилиси,3 гр,0.0127,8654,3231,292,119.0,True,,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
28,28,05-05-2020 13:36:39,Tbilisi,89f7212915,3 G Hybrid Marijuana Big Buds,,9,нет,Тбилиси,3 гр,0.0137,9454,3530,319,130.0,True,,,,,,,,,,,3 G Hybrid Marijuana Big Buds
29,29,05-05-2020 13:36:39,Tbilisi,366326d4d6,3LSD ---- LSD ALBERT HOFFMAN 200ug,,5,нет,Тбилиси,3 гр,0.0127,8654,3231,292,119.0,True,,,,,,,,,,,3LSD ---- LSD ALBERT HOFFMAN 200ug
30,30,05-05-2020 13:36:39,Tbilisi,4659482266,3g superskunk top class buds.,,1,нет,Тбилиси,3 гр,0.0127,8654,3231,292,119.0,,,,,True,,,,,,,3g superskunk top class buds.
31,31,05-05-2020 13:36:39,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,,5,нет,Тбилиси,3 гр,0.0112,7636,2851,258,105.0,True,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
32,32,05-05-2020 13:36:39,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0324,23272,8688,785,320.0,True,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
33,33,05-05-2020 13:36:39,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,,2,нет,Тбилиси,5 гр,0.0314,21818,8145,736,300.0,True,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
34,34,05-05-2020 13:36:39,Tbilisi,bb1791277e,5gr NORTHEN LIGHTS marijuana LEAVES листя если платите с бтк скидка 10% !!,,2,нет,Тбилиси,5 гр,0.0062,4291,1602,145,59.0,True,,,,,,,,,,,5gr NORTHEN LIGHTS marijuana LEAVES listja esli platite s btk skidka 10% !!
35,35,05-05-2020 13:36:39,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,2,нет,Тбилиси,5 гр,0.0187,12727,4751,430,175.0,True,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
36,36,05-05-2020 13:37:24,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 5g.,,2,нет,Тбилиси,5 гр,0.1175,83635,31223,2823,1150.0,True,,,,,,,,,,,VHQ BEST Cocaine 5g.
37,37,05-05-2020 13:37:24,Tbilisi,21e6be39fb,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%,,2,нет,Тбилиси,10 гр,0.0401,27636,10317,933,380.0,True,,,,,,,,,,,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%
38,38,05-05-2020 13:37:24,Tbilisi,c225d2f67d,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0405,29091,10860,982,400.0,True,,,,,,,,,,,gashish evro 10g
39,39,05-05-2020 13:37:24,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),,6,нет,Тбилиси,20 гр,0.0427,29454,10996,994,405.0,True,,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
40,40,05-05-2020 13:37:24,Tbilisi,c225d2f67d,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.0786,56508,21096,1907,777.0,True,,,,,,,,,,,Gashish Evro 20gr
41,41,05-05-2020 13:37:24,Tbilisi,e56bb6ca93,50 гр Марихуана шишки. ИНДИКА,,2,нет,Тбилиси,50 гр,0.1,69017,25765,2329,949.0,,True,,,,,,,,,,50 gr Marihuana shishki. INDIKA
42,42,05-05-2020 13:37:24,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.1916,145453,54300,4909,2000.0,True,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
43,43,05-05-2020 13:37:24,Tbilisi,e56bb6ca93,100 гр Марихуана шишки. ИНДИКА. оптовая Цена,,1,нет,Тбилиси,100 гр,0.1791,123562,46128,4170,1699.0,,True,,,,,,,,,,100 gr Marihuana shishki. INDIKA. optovaja Tsena
44,44,05-05-2020 13:37:24,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.2 грамм",,нет,13,Тбилиси,0.2 гр,0.0041,2836,1059,96,39.0,True,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.2 gramm"
45,45,05-05-2020 13:37:24,Tbilisi,89f7212915,"""Kief"" Weed trichomes 1G",,нет,7,Тбилиси,1 гр,0.0169,11636,4344,393,160.0,True,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
46,46,05-05-2020 13:37:24,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",,нет,2,Тбилиси,1 гр,0.0142,9818,3665,331,135.0,True,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
47,47,05-05-2020 13:37:24,Tbilisi,54915c4374,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",,нет,1,Тбилиси,1 гр,0.0344,26109,9735,886,,True,,,,,,,330.0,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
48,48,05-05-2020 13:37:24,Tbilisi,54915c4374,"""JoKer Express"" - Марки н боом 2 штуки!",,нет,41,Тбилиси,2 гр,0.0037,2545,950,86,35.0,True,,,,,,,,,,,"""JoKer Express"" - Marki n boom 2 shtuki!"
49,49,05-05-2020 13:37:24,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,,нет,4,Тбилиси,2 гр,0.0224,15273,5702,515,210.0,True,,,,,,,,,,,✨✨2gram. MDMA✨✨
50,50,05-05-2020 13:37:24,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,нет,5,Тбилиси,2 гр,0.0393,26836,10018,906,369.0,True,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
51,51,05-05-2020 13:37:24,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,10,Тбилиси,3 гр,0.0616,42109,15720,1421,579.0,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
52,52,05-05-2020 13:37:24,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0422,29091,10860,982,400.0,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
53,53,05-05-2020 13:37:24,Tbilisi,54915c4374,Предзаказ н-бооом 4 штуки!!!,,нет,6,Тбилиси,4 гр,0.0063,4364,1629,147,60.0,True,,,,,,,,,,,Predzakaz n-booom 4 shtuki!!!
54,54,05-05-2020 13:37:24,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.057999999999999996,39999,14933,1350,550.0,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
55,55,05-05-2020 13:37:24,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,10,Тбилиси,5 гр,0.0248,17091,6380,577,235.0,True,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
56,56,05-05-2020 13:37:24,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,7,Тбилиси,5 гр,0.0253,17454,6516,589,240.0,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
57,57,05-05-2020 13:37:24,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,5 гр,0.0242,16727,6245,565,230.0,True,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
58,58,05-05-2020 13:37:24,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,3,Тбилиси,5 гр,0.0253,17454,6516,589,240.0,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
59,59,05-05-2020 13:37:24,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,5,Тбилиси,5 гр,0.0253,17454,6516,589,240.0,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
60,60,05-05-2020 13:37:24,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,9,Тбилиси,5 гр,0.0253,17454,6516,589,240.0,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
61,61,05-05-2020 13:37:24,Tbilisi,bb1791277e,5gr Stardawg Auto WEED BUDS,,нет,10,Тбилиси,5 гр,0.0253,17454,6516,589,240.0,True,,,,,,,,,,,5gr Stardawg Auto WEED BUDS
62,62,05-05-2020 13:37:24,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0242,16727,6245,565,230.0,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,63,05-05-2020 13:37:24,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.021,15927,5946,538,219.0,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,64,05-05-2020 13:37:24,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0248,17091,6380,577,235.0,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
65,65,05-05-2020 13:37:24,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 5 Gr,,нет,1,Тбилиси,5 гр,0.0169,11636,4344,393,160.0,True,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
66,66,05-05-2020 13:37:24,Tbilisi,54915c4374,"Марки Н-ВоооооМ!!!! ""Джокер экспресс"" 5 штук",,нет,73,Тбилиси,5 гр,0.0053,3636,1358,123,50.0,True,,,,,,,,,,,"Marki N-VoooooM!!!! ""Dzhoker ekspress"" 5 shtuk"
67,67,05-05-2020 13:37:24,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2503,190000,87429,6175,,True,,,,,,,,,,,reagent 25i nbome. 5gr
68,68,05-05-2020 13:37:24,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,True,нет,2,Тбилиси,5 гр,0.2874,218179,81450,7363,3000.0,,,,True,,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
69,69,05-05-2020 13:37:24,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,9,Тбилиси,5 гр,0.1021,69745,26037,2354,959.0,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
70,70,05-05-2020 13:38:36,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,,нет,3,Тбилиси,5 гр,0.0202,13745,5131,464,189.0,True,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
71,71,05-05-2020 13:38:36,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0204,13818,5159,466,190.0,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
72,72,05-05-2020 13:38:36,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0524,35563,13276,1200,489.0,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
73,73,05-05-2020 13:38:36,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,3,Тбилиси,5 гр,0.0202,13745,5131,464,189.0,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
74,74,05-05-2020 13:38:36,Tbilisi,54915c4374,"""Джокер экспрес"" марки нбооом 10 шт",,нет,8,Тбилиси,10 гр,0.0117,8000,2987,270,110.0,True,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
75,75,05-05-2020 13:38:36,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0954,65454,24435,2209,900.0,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
76,76,05-05-2020 13:38:36,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0424,29091,10860,982,400.0,True,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
77,77,05-05-2020 13:38:36,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,3,Тбилиси,10 гр,0.0742,50908,19005,1718,700.0,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
78,78,05-05-2020 13:38:36,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0339,23272,8688,785,320.0,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
79,79,05-05-2020 13:38:36,Tbilisi,89f7212915,10G Hybrid Marijuana Leafs,,нет,40,Тбилиси,10 гр,0.0106,7273,2715,245,100.0,True,,,,,,,,,,,10G Hybrid Marijuana Leafs
80,80,05-05-2020 13:38:36,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,4,Тбилиси,10 гр,0.0848,58181,21720,1964,800.0,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
81,81,05-05-2020 13:38:36,Tbilisi,52fe6d0af9,VHQ Jamaican Dream 19% Thc 10 Gr,,нет,1,Тбилиси,10 гр,0.0308,21091,7874,712,290.0,True,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
82,82,05-05-2020 13:38:36,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.23600000000000002,161816,60409,5461,2225.0,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
83,83,05-05-2020 13:38:36,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,5,Тбилиси,10 гр,0.16699999999999998,113380,42327,3826,1559.0,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
84,84,05-05-2020 13:38:36,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0395,26836,10018,906,369.0,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
85,85,05-05-2020 13:38:36,Tbilisi,f8a875c191,METADON - 20 G.,,нет,1,Тбилиси,20 гр,0.5355,363632,135750,12272,5000.0,True,,,,,,,,,,,METADON - 20 G.
86,86,05-05-2020 13:38:36,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0642,43563,16263,1470,599.0,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
87,87,05-05-2020 13:38:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1167,79999,29865,2700,1100.0,True,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
88,88,05-05-2020 13:38:36,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2545,174543,65160,5891,2400.0,True,,,,,,,,,,,100 gr marijuana buds
89,89,05-05-2020 13:38:36,Tbilisi,21e6be39fb,AKA-47 ONLY BUDS 100g TOP VHQ,,нет,2,Тбилиси,100 гр,0.3181,218179,81450,7363,3000.0,True,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
90,90,05-05-2020 13:38:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2121,145453,54300,4909,2000.0,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
91,91,05-05-2020 13:38:36,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2651,181816,67875,6136,2500.0,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
92,92,05-05-2020 13:38:36,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6257,429085,160185,14481,5900.0,True,,,,,,,,,,,180 gr marihuana persoalno
93,93,05-05-2020 13:38:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4878,334541,124890,11290,4600.0,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
94,94,05-05-2020 13:38:36,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7953,545447,203625,18408,7500.0,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
95,95,05-05-2020 13:38:36,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.9014,618174,230775,20862,8500.0,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
96,96,05-05-2020 13:38:36,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0193,14545,5430,491,200.0,True,,,,,,,,,,,KURYER..500RUB.+BONUS
97,97,05-05-2020 13:38:36,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0212,14545,5430,491,200.0,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
98,98,05-05-2020 13:38:36,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0265,18182,6788,614,250.0,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
99,99,05-05-2020 13:38:36,Tbilisi,54915c4374,Работа на марки (курьер),,нет,1,Тбилиси,25 гр,0.0212,14545,5430,491,200.0,True,,,,,,,,,,,Rabota na marki (kur'er)
100,100,05-05-2020 13:38:36,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.6052,1090895,407250,36816,15000.0,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
101,101,05-05-2020 13:40:27,Batumi,54915c4374,Батуми н-бооом 2 штуки,,1,нет,Батуми,2 гр,0.0037,2532,944,86,,,,,,,,,32.0,True,,,Batumi n-booom 2 shtuki
102,102,05-05-2020 13:40:27,Batumi,54915c4374,Батуми н-бооом 3 штуки,,1,нет,Батуми,3 гр,0.0052,3560,1328,121,,,,,,,,,45.0,True,,,Batumi n-booom 3 shtuki
