,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Didube,Дигоми,Vazisubani,Nadzaladevi,Old Tbilisi (Старый город),Авлобари,Центр,€,Батуми,Кутаиси,desc_en
10,07-05-2020 22:28:42,Tbilisi,9VLN,AlienShop,☃️❄1g. New Columbian COCAINE!!❄☃️,True,2,нет,Тбилиси,1 гр,0.0243,17714,6453,586,239,,,,,,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
11,07-05-2020 22:28:42,Tbilisi,LYHBG,Playboy,2 ECSTASY << PACO RABANNE >>,,2,нет,Тбилиси,2 гр,0.0091,6596,2403,218,89,True,,,,,,,,,,,2 ECSTASY << PACO RABANNE >>
12,07-05-2020 22:28:42,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,,7,нет,Тбилиси,2 гр,0.0101,7412,2700,245,100,True,,,,,,,,,,,2 G Hybrid Marijuana Buds
13,07-05-2020 22:28:42,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,2 гр,0.0091,7338,2673,243,99,True,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
14,07-05-2020 22:28:42,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,,4,нет,Тбилиси,2 гр,0.0091,6596,2403,218,89,True,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
15,07-05-2020 22:28:42,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,2 гр,0.0071,5188,1890,172,70,True,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
16,07-05-2020 22:28:42,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),,6,нет,Тбилиси,2 гр,0.009,6596,2403,218,89,,True,True,,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
17,07-05-2020 22:28:42,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,,2,нет,Тбилиси,3 гр,0.0121,8820,3213,292,119,True,,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
18,07-05-2020 22:28:42,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Big Buds,,1,нет,Тбилиси,3 гр,0.0131,9635,3510,319,130,True,,,,,,,,,,,3 G Hybrid Marijuana Big Buds
19,07-05-2020 22:28:42,Tbilisi,03F3,geoshop,3 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,3 гр,0.0127,10302,3753,341,139,True,,,,,,,,,,,3 marijuana BUDS northen lights 24% THC ShIShKI!!!
20,07-05-2020 22:28:42,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,,6,нет,Тбилиси,3 гр,0.0107,7782,2835,258,105,True,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
21,07-05-2020 22:28:42,Tbilisi,PTO3,MeDuZa777,THE BEST GAGARIN WEED 3g (TOP)(VHQ),,4,нет,Тбилиси,3 гр,0.0116,8523,3105,282,115,True,,,,,,,,,,,THE BEST GAGARIN WEED 3g (TOP)(VHQ)
22,07-05-2020 22:28:42,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0309,23717,8640,785,320,True,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
23,07-05-2020 22:28:42,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0299,22235,8100,736,300,True,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
24,07-05-2020 22:28:42,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,8,нет,Тбилиси,5 гр,0.012,8820,3213,292,119,,,,True,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
25,07-05-2020 22:28:42,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,2,нет,Тбилиси,5 гр,0.0178,12970,4725,429,175,True,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
26,07-05-2020 22:28:42,Tbilisi,8B31,GEOWEEDSHOP,10 gr marijuana buds. -indica- (КЛАДИ НА МАГНИТАХ),,4,нет,Тбилиси,10 гр,0.02,14749,5373,488,199,,,,True,,,,,,,,10 gr marijuana buds. -indica- (KLADI NA MAGNITAH)
27,07-05-2020 22:28:42,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",True,1,нет,Тбилиси,10 гр,0.0402,29573,10773,979,399,,,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
28,07-05-2020 22:28:42,Tbilisi,PTO3,MeDuZa777,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%,,1,нет,Тбилиси,10 гр,0.0332,24459,8910,809,330,True,,,,,,,,,,,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%
29,07-05-2020 22:28:42,Tbilisi,PTO3,MeDuZa777,THE BEST GAGARIN WEED 10g (TOP)(VHQ),,4,нет,Тбилиси,10 гр,0.0332,24459,8910,809,330,True,,,,,,,,,,,THE BEST GAGARIN WEED 10g (TOP)(VHQ)
30,07-05-2020 22:28:42,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0387,29647,10800,981,400,True,,,,,,,,,,,gashish evro 10g
31,07-05-2020 22:28:42,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),,2,нет,Тбилиси,20 гр,0.0382,28090,10233,930,379,,,True,,True,,,,,,,20 gr Indica marijuana buds (hight quality)
32,07-05-2020 22:28:42,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.0751,57589,20979,1906,777,True,,,,,,,,,,,Gashish Evro 20gr
33,07-05-2020 22:28:42,Tbilisi,8B31,GEOWEEDSHOP,50 гр Марихуана шишки. ИНДИКА,True,2,нет,Тбилиси,50 гр,0.0855,62925,22923,2082,849,,,,,,,,,,,,50 gr Marihuana shishki. INDIKA
34,07-05-2020 22:28:42,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.1831,148234,54000,4905,2000,True,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
35,07-05-2020 22:28:42,Tbilisi,8B31,GEOWEEDSHOP,100 гр Марихуана шишки. ИНДИКА. оптовая Цена,True,1,нет,Тбилиси,100 гр,0.1661,122219,44523,4045,1649,,,,,,,,,,,,100 gr Marihuana shishki. INDIKA. optovaja Tsena
36,07-05-2020 22:29:12,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 гр!!!",,нет,3,Тбилиси,0.7 гр,0.0106,7782,2835,258,105,True,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gr!!!"
37,07-05-2020 22:29:12,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",,нет,6,Тбилиси,1 гр,0.0162,11859,4320,392,160,True,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
38,07-05-2020 22:29:12,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",,нет,1,Тбилиси,1 гр,0.0137,10006,3645,331,135,True,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
39,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,3,Тбилиси,2 гр,0.0215,15565,5670,515,210,True,,,,,,,,,,,✨✨2gram. MDMA✨✨
40,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,5,Тбилиси,2 гр,0.0378,27349,9963,905,369,True,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
41,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,9,Тбилиси,3 гр,0.0593,42914,15633,1420,579,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,07-05-2020 22:29:12,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0406,29647,10800,981,400,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,07-05-2020 22:29:12,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0558,40764,14850,1349,550,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,10,Тбилиси,5 гр,0.0238,17417,6345,576,235,True,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
45,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,7,Тбилиси,5 гр,0.0243,17788,6480,589,240,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,07-05-2020 22:29:12,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,5 гр,0.0233,17047,6210,564,230,True,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
47,07-05-2020 22:29:12,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,3,Тбилиси,5 гр,0.0243,17788,6480,589,240,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
48,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,5,Тбилиси,5 гр,0.0243,17788,6480,589,240,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
49,07-05-2020 22:29:12,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,9,Тбилиси,5 гр,0.0243,17788,6480,589,240,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
50,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,,нет,10,Тбилиси,5 гр,0.0243,17788,6480,589,240,True,,,,,,,,,,,5gr Stardawg Auto WEED BUDS
51,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0233,17047,6210,564,230,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
52,07-05-2020 22:29:12,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0202,16232,5913,537,219,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
53,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0238,17417,6345,576,235,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
54,07-05-2020 22:29:12,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,,нет,1,Тбилиси,5 гр,0.0162,11859,4320,392,160,True,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
55,07-05-2020 22:29:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2363,190000,87429,6289,,True,,,,,,,,,,,reagent 25i nbome. 5gr
56,07-05-2020 22:29:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2766,222351,81000,7358,3000,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,9,Тбилиси,5 гр,0.0982,71078,25893,2352,959,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,,нет,3,Тбилиси,5 гр,0.0194,14008,5103,464,189,True,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
59,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0195,14082,5130,466,190,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
60,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0501,36243,13203,1199,489,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
61,07-05-2020 22:29:12,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,3,Тбилиси,5 гр,0.0194,14008,5103,464,189,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
62,07-05-2020 22:29:12,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",,нет,7,Тбилиси,8 гр,0.0081,5929,2160,196,80,True,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
63,07-05-2020 22:29:12,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0913,66705,24300,2207,900,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
64,07-05-2020 22:29:12,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0406,29647,10800,981,400,True,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
65,07-05-2020 22:29:12,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,3,Тбилиси,10 гр,0.071,51882,18900,1717,700,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
66,07-05-2020 22:29:12,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0426,31129,11340,1030,420,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
67,07-05-2020 22:29:12,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,,нет,40,Тбилиси,10 гр,0.0101,7412,2700,245,100,True,,,,,,,,,,,10G Hybrid Marijuana Leafs
68,07-05-2020 22:29:12,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,4,Тбилиси,10 гр,0.0811,59294,21600,1962,800,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
69,07-05-2020 22:29:58,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,,нет,1,Тбилиси,10 гр,0.0294,21494,7830,711,290,True,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
70,07-05-2020 22:29:58,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2256,164910,60075,5457,2225,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
71,07-05-2020 22:29:58,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,5,Тбилиси,10 гр,0.1597,115548,42093,3824,1559,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
72,07-05-2020 22:29:58,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0378,27349,9963,905,369,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
73,07-05-2020 22:29:58,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,1,Тбилиси,20 гр,0.5121,370585,135000,12264,5000,True,,,,,,,,,,,METADON - 20 G.
74,07-05-2020 22:29:58,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0613,44396,16173,1469,599,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
75,07-05-2020 22:29:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1115,81529,29700,2698,1100,True,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
76,07-05-2020 22:29:58,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2434,177881,64800,5886,2400,True,,,,,,,,,,,100 gr marijuana buds
77,07-05-2020 22:29:58,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 100g TOP VHQ,,нет,1,Тбилиси,100 гр,0.3042,222351,81000,7358,3000,True,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
78,07-05-2020 22:29:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2028,148234,54000,4905,2000,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,07-05-2020 22:29:58,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2535,185292,67500,6132,2500,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,07-05-2020 22:29:58,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.5983,437290,159300,14471,5900,True,,,,,,,,,,,180 gr marihuana persoalno
81,07-05-2020 22:29:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4665,340938,124200,11282,4600,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,07-05-2020 22:29:58,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7605,555877,202500,18395,7500,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,07-05-2020 22:29:58,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8619,629994,229500,20848,8500,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,07-05-2020 22:29:58,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0184,14823,5400,491,200,True,,,,,,,,,,,KURYER..500RUB.+BONUS
85,07-05-2020 22:29:58,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0203,14823,5400,491,200,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
86,07-05-2020 22:29:58,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0254,18529,6750,613,250,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
87,07-05-2020 22:29:58,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Тбилиси,25 гр,0.0203,14823,5400,491,200,True,,,,,,,,,,,Rabota na marki (kur'er)
88,07-05-2020 22:29:58,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5349,1111754,405000,36791,15000,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
89,07-05-2020 22:31:33,Batumi,A3I9,Joookerrr,Батуми н-бооом 1 штука,,2,нет,Батуми,1 гр,0.0021,1521,554,50,,,,,,,,,True,19,,,Batumi n-booom 1 shtuka
90,07-05-2020 22:31:33,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,3,нет,Батуми,2 гр,0.0036,2642,962,88,,,,,,,,,True,33,,,Batumi n-booom 2 shtuki
91,07-05-2020 22:31:33,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",,нет,7,Батуми,8 гр,0.0081,5929,2160,196,80,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 8 sht"
92,07-05-2020 22:31:33,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 100 грамм ♥,,нет,1,Батуми,100 гр,0.0465,33900,15599,1122,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 100 gramm ♥
93,07-05-2020 22:31:33,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1548,112990,51992,3740,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
94,07-05-2020 22:31:33,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2452,178900,82321,5921,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
95,07-05-2020 22:31:33,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,7412,2700,245,100,,,,,,,,,,True,,kur'er v Batumi
96,07-05-2020 22:31:33,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0231,18529,6750,613,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
97,07-05-2020 22:31:33,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0231,18529,6750,613,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
98,07-05-2020 22:31:33,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5373,1111754,405000,36791,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
99,07-05-2020 22:31:33,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0508,37058,13500,1226,500,,,,,,,,True,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,07-05-2020 22:33:13,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0219,16306,5940,540,220,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
101,07-05-2020 22:33:13,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0528,38541,14040,1275,520,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
102,07-05-2020 22:33:13,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0388,28906,10530,957,390,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
