,time_stamp,region,sell_code,sell_name,description,Nadzaladevi,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Didube,Saburtalo,Old Tbilisi (Старый город),€,Авлобари,Батуми,Центр,Кутаиси,desc_en
29,06-04-2020 22:22:43,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0413,24450,8768,823,320,True,,,,,,,,,"5 Grm MDMA , Purity A +++"
30,06-04-2020 22:22:43,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,2,нет,Тбилиси,5 гр,0.0399,22922,8220,772,300,True,,,,,,,,,5 Grm Mdma Pure Quality A +++
31,06-04-2020 22:22:43,Tbilisi,ABOAB,ProGrow,5G ---> ONLY BUDS,,5,нет,Тбилиси,5 гр,0.0128,7259,2603,244,95,,,True,,,,,,,5G ---> ONLY BUDS
32,06-04-2020 22:22:43,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (hight quality),,1,нет,Тбилиси,5 гр,0.018,10239,3672,345,134,True,,,,,,,,,5gr marijuana buds -indica- (hight quality)
33,06-04-2020 22:22:43,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,3,нет,Тбилиси,5 гр,0.0238,13371,4795,450,175,True,,,,,,,,,5x Extasy Duracell 223mg MDMA.
34,06-04-2020 22:23:30,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,True,1,нет,Тбилиси,5 гр,0.0092,5731,2055,193,75,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
35,06-04-2020 22:23:30,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,5 гр,0.0067,4202,1507,141,55,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
36,06-04-2020 22:23:30,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0537,30487,10933,1026,399,,,True,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
37,06-04-2020 22:23:30,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0491,27889,10001,939,365,,True,,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
38,06-04-2020 22:23:30,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),,1,3,Тбилиси,10 гр,0.0132,8263,2960,278,,True,,,True,100,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
39,06-04-2020 22:23:30,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0516,30563,10960,1029,400,True,,,,,,,,,gashish evro 10g
40,06-04-2020 22:23:30,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.1003,59369,21290,1999,777,True,,,,,,,,,Gashish Evro 20gr
41,06-04-2020 22:23:30,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2445,152815,54800,5144,2000,True,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
42,06-04-2020 22:23:30,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.25 G.,,3,15,Тбилиси,0.25 гр,0.0231,12989,4658,437,170,True,,,,,,,,,METADON - 0.25 G.
43,06-04-2020 22:23:30,Tbilisi,A3I9,Joookerrr,MDMA 1 гр,,нет,2,Тбилиси,1 гр,0.0132,8263,2960,278,,True,,,,100,,,,,MDMA 1 gr
44,06-04-2020 22:23:30,Tbilisi,A3I9,Joookerrr,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),,нет,1,Тбилиси,2 гр,0.0198,12395,4440,417,,True,,,,150,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
45,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,2,Тбилиси,2 гр,0.0272,15281,5480,514,200,True,,,,,,,,,✨✨2gram. MDMA✨✨
46,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,3,Тбилиси,2 гр,0.0501,28194,10111,949,369,True,,,,,,,,,❄❄2g HQ COCAINE❄❄
47,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0801,45080,16166,1518,590,True,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
48,06-04-2020 22:23:30,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0538,30563,10960,1029,400,True,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,06-04-2020 22:23:30,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0215,12225,4384,412,160,True,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
50,06-04-2020 22:23:30,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.074,42024,15070,1415,550,True,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
51,06-04-2020 22:23:30,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0227,12913,4631,435,169,True,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
52,06-04-2020 22:23:30,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,8,Тбилиси,5 гр,0.0229,12989,4658,437,170,True,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
53,06-04-2020 22:23:30,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0268,15205,5453,512,199,True,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,06-04-2020 22:23:30,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,7,Тбилиси,5 гр,0.0268,15205,5453,512,199,True,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
55,06-04-2020 22:23:30,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0268,16733,6001,563,219,True,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,06-04-2020 22:23:30,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.0268,15205,5453,512,199,True,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,06-04-2020 22:23:30,Tbilisi,A3I9,Joookerrr,МДМА 5 гр!!!,,нет,2,Тбилиси,5 гр,0.0463,28922,10360,973,,True,,,,350,,,,,MDMA 5 gr!!!
58,06-04-2020 22:23:30,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,12,Тбилиси,5 гр,0.0245,15281,5480,514,200,True,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
59,06-04-2020 22:23:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.304,190000,87429,6381,,True,,,,,,,,,reagent 25i nbome. 5gr
60,06-04-2020 22:23:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3668,229222,82200,7717,3000,,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.118,66398,23811,2235,869,True,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
62,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.0258,14517,5206,489,190,True,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
63,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0664,37363,13399,1258,489,True,,,,,,,,,💘✨5g. MDMA ✨💘
64,06-04-2020 22:23:30,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,1,5,Тбилиси,5 гр,0.0257,14441,5179,486,189,True,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
65,06-04-2020 22:23:30,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.121,68767,24660,2315,900,True,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
66,06-04-2020 22:24:07,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1206,68767,24660,2315,900,True,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
67,06-04-2020 22:24:07,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.0938,53485,19180,1801,700,True,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
68,06-04-2020 22:24:07,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.0429,24450,8768,823,320,True,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
69,06-04-2020 22:24:07,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1072,61126,21920,2058,800,True,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
70,06-04-2020 22:24:07,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2983,170006,60965,5723,2225,True,,,,,,,,,Amfetamin [White] [Import] 10G
71,06-04-2020 22:24:07,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.1962,110714,39703,3727,1449,True,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
72,06-04-2020 22:24:07,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.05,28194,10111,949,369,True,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
73,06-04-2020 22:24:07,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0405,22846,8193,769,299,True,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
74,06-04-2020 22:24:07,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),,нет,8,Тбилиси,20 гр,0.0543,30945,11097,1042,405,True,,True,,,,,,,20 gr Indica marijuana buds (hight quality)
75,06-04-2020 22:24:07,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0811,45768,16413,1541,599,True,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
76,06-04-2020 22:24:07,Tbilisi,8B31,GEOWEEDSHOP,50gr Georgian Indica dominant buds. The Best PRICE,,нет,13,Тбилиси,50 гр,0.1339,76331,27373,2570,999,True,,True,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
77,06-04-2020 22:24:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1475,84048,30140,2829,1100,True,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
78,06-04-2020 22:24:07,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.3217,183378,65760,6173,2400,True,,,,,,,,,100 gr marijuana buds
79,06-04-2020 22:24:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2681,152815,54800,5144,2000,True,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
80,06-04-2020 22:24:07,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,1,1,Тбилиси,100 гр,0.2708,152815,54800,5144,2000,True,,,,,,,,,SUBOXIN - HQ - 100 G.
81,06-04-2020 22:24:07,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3351,191019,68500,6431,2500,True,,,,,,,,,Marihuana [Shishki] [Gali] 100G
82,06-04-2020 22:24:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6166,351474,126040,11832,4600,True,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
83,06-04-2020 22:24:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0054,573056,205500,19292,7500,True,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
84,06-04-2020 22:24:07,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1394,649463,232900,21864,8500,True,,,,,,,,,10000sht marki 25i-nbome. predoplata
85,06-04-2020 22:24:07,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0244,15281,5480,514,200,True,,,,,,,,,KURYER..500RUB.+BONUS
86,06-04-2020 22:24:07,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0268,15281,5480,514,200,True,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,06-04-2020 22:24:07,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0335,19102,6850,643,250,True,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
88,06-04-2020 22:24:07,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.0291,1146111,411000,38583,15000,True,,,,,,,,,Vakansija optovogo kur'era na mef
89,06-04-2020 22:27:35,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,5,нет,Батуми,2 гр,0.0046,2903,1041,98,38,,,,,,,True,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
90,06-04-2020 22:27:35,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2949,168096,60280,5659,2200,,,,,,,True,,,[100g] SPAIN HASH
91,06-04-2020 22:27:35,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 1 G. (SHISHKI) SALE 10% BTC,,нет,2,Батуми,1 гр,0.0135,7641,2740,257,100,,,,,,,True,,,MARIXYANA - 1 G. (SHISHKI) SALE 10% BTC
92,06-04-2020 22:27:35,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,1,13,Батуми,5 гр,0.0244,15281,5480,514,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
93,06-04-2020 22:27:35,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2708,152815,54800,5144,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
94,06-04-2020 22:27:35,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0122,7641,2740,257,100,,,,,,,True,,,kur'er v Batumi
95,06-04-2020 22:27:35,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0305,19102,6850,643,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
96,06-04-2020 22:27:35,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0305,19102,6850,643,250,,,,,,,True,,,Ischu kur'era v Gruzii!
97,06-04-2020 22:27:35,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0366,22922,8220,772,300,,,,,,,True,,,Rabota na marki (kur'er)
98,06-04-2020 22:27:35,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0291,1146111,411000,38583,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
99,06-04-2020 22:27:35,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.067,38204,13700,1286,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
100,06-04-2020 22:29:13,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,1 гр,0.0253,14594,5233,491,191,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
101,06-04-2020 22:29:13,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,1.5 гр,0.0192,11079,3973,373,145,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
102,06-04-2020 22:29:13,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0484,27889,10001,939,365,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
103,06-04-2020 22:29:13,Kutaisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,1,нет,Кутаиси,2 гр,0.0046,2903,1041,98,38,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
