,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
25,09-03-2020 07:39:24,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0411,24644,9172,817,365,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
26,09-03-2020 07:39:24,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,3,нет,Тбилиси,10 гр,0.0301,18027,6710,598,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
27,09-03-2020 07:39:24,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0432,27007,10052,896,400,,,,,,,,,gashish evro 10g
28,09-03-2020 07:39:24,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.084,52461,19526,1740,777,,,,,,,,,Gashish Evro 20gr
29,09-03-2020 07:39:24,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,7,5,Тбилиси,0.27 гр,0.0307,18230,6785,605,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
30,09-03-2020 07:39:24,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.074,43886,16335,1456,650,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
31,09-03-2020 07:39:24,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0671,39835,14827,1321,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,09-03-2020 07:39:24,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0451,27007,10052,896,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,09-03-2020 07:39:24,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.062,37135,13822,1232,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,09-03-2020 07:39:24,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,10,Тбилиси,5 гр,0.0176,10533,3920,349,156,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
35,09-03-2020 07:39:50,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0224,13436,5001,446,199,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,09-03-2020 07:39:50,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.018,10803,4021,358,160,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
37,09-03-2020 07:39:50,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0224,13436,5001,446,199,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,09-03-2020 07:39:50,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0224,13436,5001,446,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
39,09-03-2020 07:39:50,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0163,9790,3644,325,145,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,09-03-2020 07:39:50,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0224,14786,5503,490,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,09-03-2020 07:39:50,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0228,13504,5026,448,200,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
42,09-03-2020 07:39:50,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0169,10128,3770,336,150,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
43,09-03-2020 07:39:50,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0205,13504,5026,448,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
44,09-03-2020 07:39:50,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2882,190000,87429,6311,,,,,,,,,,reagent 25i nbome. 5gr
45,09-03-2020 07:39:50,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3072,202553,75390,6719,3000,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0977,57998,21587,1924,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
47,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0211,12491,4649,414,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
48,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0556,33016,12289,1095,489,,,,,,,,,💘✨5g. MDMA ✨💘
49,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0374,22213,8268,737,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
50,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0205,12153,4523,403,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
51,09-03-2020 07:39:50,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1014,60766,22617,2016,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,09-03-2020 07:39:50,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0789,47262,17591,1568,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,09-03-2020 07:39:50,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.045,26939,10027,894,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,09-03-2020 07:39:50,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0398,23631,8796,784,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
55,09-03-2020 07:39:50,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0901,54014,20104,1792,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,09-03-2020 07:39:50,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2507,150226,55914,4983,2225,,,,,,,,,Amfetamin [White] [Import] 10G
57,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1649,97833,36413,3245,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.042,24914,9273,826,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.034,20188,7514,670,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,09-03-2020 07:39:50,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0682,40443,15053,1342,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
61,09-03-2020 07:39:50,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0757,47262,17591,1568,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
62,09-03-2020 07:39:50,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 30g,True,нет,1,Тбилиси,30 гр,0.2704,162042,60312,5375,2400,,,,,,,,,MDMA from Europe!!! 30g
63,09-03-2020 07:39:50,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1229,81021,30156,2688,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
64,09-03-2020 07:39:50,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.108,67450,25105,2237,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
65,09-03-2020 07:39:50,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 50g,True,нет,1,Тбилиси,50 гр,0.8449,506381,188475,16797,7500,,,,,,,,,Columbia Cocaine VHQ 50g
66,09-03-2020 07:39:50,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4506,270070,100520,8958,4000,,,,,,,,,MDMA from Europe!!! 50g
67,09-03-2020 07:39:50,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2253,135035,50260,4479,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
68,09-03-2020 07:39:50,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2276,135035,50260,4479,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
69,09-03-2020 07:39:50,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2816,168794,62825,5599,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,09-03-2020 07:40:33,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1707,101276,37695,3359,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
71,09-03-2020 07:40:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5182,310581,115598,10302,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
72,09-03-2020 07:40:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8449,506381,188475,16797,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
73,09-03-2020 07:40:33,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9576,573899,213605,19037,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,09-03-2020 07:40:33,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0205,13504,5026,448,200,,,,,,,,,KURYER..500RUB.+BONUS
75,09-03-2020 07:40:33,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0154,10128,3770,336,150,,,,,,,,,Rabota na marki (kur'er)
76,09-03-2020 07:40:33,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0225,13504,5026,448,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
77,09-03-2020 07:40:33,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0282,16879,6283,560,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
78,09-03-2020 07:40:33,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.7052,1012763,376950,33594,15000,,,,,,,,,Vakansija optovogo kur'era na mef
79,09-03-2020 07:41:53,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,22,нет,Батуми,1 гр,0.0205,13504,5026,448,200,,,,,,True,,,NZT-52 limited 1 g muka
80,09-03-2020 07:41:53,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0068,4051,1508,134,60,,,,,,True,,,ORANGE PUNCH [1g]
81,09-03-2020 07:41:53,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0369,24306,9047,806,360,,,,,,True,,,NZT-52 limited 2g muka
82,09-03-2020 07:41:53,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,3,нет,Батуми,2 гр,0.0113,6752,2513,224,100,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
83,09-03-2020 07:41:53,Batumi,XHR,420Factory,Power Africa 2.5 g,,2,нет,Батуми,2.5 гр,0.0108,7089,2639,235,105,,,,,,True,,,Power Africa 2.5 g
84,09-03-2020 07:41:53,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0282,16879,6283,560,250,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
85,09-03-2020 07:41:53,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.169,101276,37695,3359,1500,,,,,,True,,,Skunk! 50 gr.
86,09-03-2020 07:41:53,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.0307,18230,6785,605,270,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
87,09-03-2020 07:41:53,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0205,13504,5026,448,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
88,09-03-2020 07:41:53,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2276,135035,50260,4479,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
89,09-03-2020 07:41:53,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1707,101276,37695,3359,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
90,09-03-2020 07:41:53,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0051,3376,1257,112,50,,,,,,True,,,kur'er v Batumi
91,09-03-2020 07:41:53,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0256,16879,6283,560,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
92,09-03-2020 07:41:53,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0154,10128,3770,336,150,,,,,,True,,,Rabota na marki (kur'er)
93,09-03-2020 07:41:53,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0256,16879,6283,560,250,,,,,,True,,,Ischu kur'era v Gruzii!
94,09-03-2020 07:41:53,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.7052,1012763,376950,33594,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
95,09-03-2020 07:41:53,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0563,33759,12565,1120,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
96,09-03-2020 07:43:10,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0154,10128,3770,336,150,,,,,,,,True,Rabota na marki (kur'er)
