,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
17,25-02-2020 01:27:44,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,9,нет,Тбилиси,1 гр,0.0085,5466,2083,188,85,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
18,25-02-2020 01:27:44,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,1 гр,0.0093,6248,2388,215,,,,90,,,,,,,1gr mdma (skidka v bitkoin 5%)
19,25-02-2020 01:27:44,Tbilisi,SF03,CRAZYFROG,"1gr mexica sativa марихуана шишки ,Оплата BITCOIN -10% Скидка.",True,2,нет,Тбилиси,1 гр,0.0035,2251,858,77,35,,,,,,,,,,"1gr mexica sativa marihuana shishki ,Oplata BITCOIN -10% Skidka."
20,25-02-2020 01:27:44,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0173,12217,4657,420,190,,,,,,,,,,Cocaine Pure VHQ 1g
21,25-02-2020 01:27:44,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,1,нет,Тбилиси,1 гр,0.0223,14146,5392,487,220,,,,,,,,,,"Cocaine, 1g"
22,25-02-2020 01:27:44,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,4,нет,Тбилиси,1 гр,0.0064,4512,1724,155,,,,65,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
23,25-02-2020 01:27:44,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,1,нет,Тбилиси,1 гр,0.0101,6430,2451,221,100,,,,,,,,,,Ketamine 1g
24,25-02-2020 01:27:44,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,1,нет,Тбилиси,1 гр,0.009,5723,2181,197,89,,,,,,,,,,Ketamine 1g.
25,25-02-2020 01:27:44,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,2,нет,Тбилиси,1 гр,0.0041,2572,980,88,40,,,,,,,,,,"LSD - 250 ug, 1piece"
26,25-02-2020 01:27:44,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,6,нет,Тбилиси,1 гр,0.0191,12796,4877,440,199,,,,,,,,,,VHQ BEST Cocaine 1g.
27,25-02-2020 01:27:44,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0401,25720,9804,885,400,,,,,,,,,,"Metadon, 1gr"
28,25-02-2020 01:27:44,Tbilisi,0WE,Khachapuri,🍃 1гр ГАШИШ 🍃,True,1,нет,Тбилиси,1 гр,0.0063,4180,1593,144,65,,,,,,,,,,🍃 1gr GAShISh 🍃
29,25-02-2020 01:27:44,Tbilisi,X4ZM,ZYX,MDMA 0.8g + ketamine 0.3g ! VHQ,True,1,нет,Тбилиси,1.1 гр,0.011,7073,2696,243,110,,,,,,,,,,MDMA 0.8g + ketamine 0.3g ! VHQ
30,25-02-2020 01:27:44,Tbilisi,JVZTQ,partyshop,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0236,15111,5760,520,235,,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
31,25-02-2020 01:27:44,Tbilisi,0WE,Khachapuri,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.0073,4859,1857,167,,,,70,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
32,25-02-2020 01:28:34,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,True,12,нет,Тбилиси,2 гр,0.0064,4180,1593,144,65,True,,,,,,,,,2G -- AK-47 -> Sativa
33,25-02-2020 01:28:34,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,4,нет,Тбилиси,2 гр,0.008,5080,1936,175,79,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
34,25-02-2020 01:28:34,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,2,нет,Тбилиси,2 гр,0.0364,23148,8824,796,360,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
35,25-02-2020 01:28:34,Tbilisi,5JG6,BenderMan,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0404,25720,9804,885,400,,,,,,,,,,"Cocaine, 2 g"
36,25-02-2020 01:28:34,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0342,22184,8456,763,345,True,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
37,25-02-2020 01:28:34,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0182,11574,4412,398,180,,,,,,,,,,Ketamine 2 g
38,25-02-2020 01:28:34,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,7,нет,Тбилиси,2 гр,0.0071,4501,1716,155,70,,,,,,,,,,"LSD - 250 ug, 2 pieces"
39,25-02-2020 01:28:34,Tbilisi,UJP9,420Inc,THC Snow Buds Only 2G (THC 23+%),True,1,нет,Тбилиси,2 гр,0.0085,5466,2083,188,85,,,,,,,,,,THC Snow Buds Only 2G (THC 23+%)
40,25-02-2020 01:28:34,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0355,25077,9559,863,390,,,,,,,,,,VHQ BEST Cocaine 2g.
41,25-02-2020 01:28:34,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.035,22441,8554,772,349,,,,True,,,,,,Kokain KOLUMBIA 2g
42,25-02-2020 01:28:34,Tbilisi,0WE,Khachapuri,🍃 2гр ГАШИШ 🍃,True,7,нет,Тбилиси,2 гр,0.0106,7073,2696,243,110,,,,,,,,,,🍃 2gr GAShISh 🍃
43,25-02-2020 01:28:34,Tbilisi,0WE,Khachapuri,3 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,3 гр,0.0104,6942,2653,239,,,,100,,,,,,,3 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
44,25-02-2020 01:28:34,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0245,15754,6005,542,245,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
45,25-02-2020 01:28:34,Tbilisi,X4ZM,ZYX,NEW ! Easy Bud ! SALE ! 3g,True,7,нет,Тбилиси,3 гр,0.008,5144,1961,177,80,,,,,,,,,,NEW ! Easy Bud ! SALE ! 3g
46,25-02-2020 01:28:34,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,4,нет,Тбилиси,4 гр,0.0067,4308,1642,148,67,,,,,,,,,,metadon sirop 4ml
47,25-02-2020 01:28:34,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,8,нет,Тбилиси,5 гр,0.0157,9967,3799,343,155,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
48,25-02-2020 01:28:34,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,2,нет,Тбилиси,5 гр,0.0173,12217,4657,420,190,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
49,25-02-2020 01:28:34,Tbilisi,0WE,Khachapuri,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,5 гр,0.0171,11454,4377,394,,,,165,,,,,,,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
50,25-02-2020 01:28:34,Tbilisi,0WE,Khachapuri,5 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,5 гр,0.0171,11454,4377,394,,,,165,,,,,,,5 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
51,25-02-2020 01:28:34,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0177,11253,4289,387,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
52,25-02-2020 01:28:34,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0152,9645,3677,332,150,,,,,,,,,,"LSD - 250 ug, 5 pieces"
53,25-02-2020 01:28:35,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0161,10224,3897,352,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
54,25-02-2020 01:28:35,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,2,нет,Тбилиси,5 гр,0.0156,9902,3775,341,154,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
55,25-02-2020 01:28:35,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.0782,55234,21054,1900,859,,,,,,,,,,VHQ BEST Cocaine 5g.
56,25-02-2020 01:28:35,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0059,4180,1593,144,65,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
57,25-02-2020 01:28:35,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0202,13503,5147,465,210,,,,,,,,,,gashish evro 5g
58,25-02-2020 01:28:35,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,3,нет,Тбилиси,5 гр,0.026,17361,6618,597,270,,,,,,,,,,🍃 5gr GAShISh 🍃
59,25-02-2020 01:28:35,Tbilisi,0WE,Khachapuri,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0311,20826,7959,717,,,,300,,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
60,25-02-2020 01:28:35,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,12,нет,Тбилиси,10 гр,0.0267,17168,6544,591,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
61,25-02-2020 01:28:35,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,3,нет,Тбилиси,10 гр,0.0303,19290,7353,664,300,,,,,,,,,,"LSD - 250 ug, 10 pieces"
62,25-02-2020 01:28:35,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",True,2,нет,Тбилиси,10 гр,0.0319,22505,8579,774,350,,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light"
63,25-02-2020 01:28:35,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0385,25720,9804,885,400,,,,,,,,,,gashish evro 10g
64,25-02-2020 01:28:35,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,14,нет,Тбилиси,10 гр,0.0087,6109,2328,210,95,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
65,25-02-2020 01:28:35,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size",True,3,нет,Тбилиси,20 гр,0.0673,45011,17157,1548,700,,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size"
66,25-02-2020 01:28:35,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0747,49962,19044,1719,777,,,,,,,,,,Gashish Evro 20gr
67,25-02-2020 01:29:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.17 G,True,2,5,Тбилиси,0.17 гр,0.0152,9645,3677,332,150,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.17 G
68,25-02-2020 01:29:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,2,5,Тбилиси,0.27 гр,0.023,14596,5564,502,227,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
69,25-02-2020 01:29:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0304,19290,7353,664,300,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
70,25-02-2020 01:29:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0607,38580,14706,1327,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
71,25-02-2020 01:29:03,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0167,10738,4093,369,167,,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
72,25-02-2020 01:29:03,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,4,Тбилиси,2 гр,0.016,11454,4377,394,,,,165,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
73,25-02-2020 01:29:03,Tbilisi,OX85,amnesia420,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,1,Тбилиси,3 гр,0.01,7073,2696,243,110,,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
74,25-02-2020 01:29:03,Tbilisi,9VLN,AlienShop,❄❄❄NEW! 3g. HQ COCAINE❄❄❄,True,нет,5,Тбилиси,3 гр,0.0597,37937,14461,1305,590,,,,,,,,,,❄❄❄NEW! 3g. HQ COCAINE❄❄❄
75,25-02-2020 01:29:03,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0401,25720,9804,885,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
76,25-02-2020 01:29:03,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0551,35365,13481,1217,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
77,25-02-2020 01:29:03,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.024,15432,5882,531,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
78,25-02-2020 01:29:03,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
79,25-02-2020 01:29:03,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1366,96451,36765,3318,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
80,25-02-2020 01:29:03,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
81,25-02-2020 01:29:03,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
82,25-02-2020 01:29:03,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0199,12796,4877,440,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
83,25-02-2020 01:29:03,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
84,25-02-2020 01:29:03,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,14082,5368,484,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
85,25-02-2020 01:29:03,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.019,13439,5123,462,209,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
86,25-02-2020 01:29:03,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.019,13439,5123,462,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
87,25-02-2020 01:29:03,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
88,25-02-2020 01:29:03,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,18,Тбилиси,5 гр,0.0182,12860,4902,442,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
89,25-02-2020 01:29:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2691,190000,87429,6536,,,,,,,,,,,reagent 25i nbome. 5gr
90,25-02-2020 01:29:03,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2732,192902,73530,6636,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
91,25-02-2020 01:29:03,Tbilisi,9VLN,AlienShop,❄❄5g. HQ coco Best OFFER❄❄,True,нет,5,Тбилиси,5 гр,0.0869,55234,21054,1900,859,,,,,,,,,,❄❄5g. HQ coco Best OFFER❄❄
92,25-02-2020 01:29:03,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0495,31443,11985,1082,489,,,,,,,,,,💘✨5g. MDMA ✨💘
93,25-02-2020 01:29:03,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0182,11574,4412,398,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
94,25-02-2020 01:29:03,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.081,52000,23928,1789,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
95,25-02-2020 01:29:03,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0701,45011,17157,1548,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
96,25-02-2020 01:29:03,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.04,25656,9779,883,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
97,25-02-2020 01:29:03,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,2,Тбилиси,10 гр,0.2277,160752,61275,5530,2500,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
98,25-02-2020 01:29:03,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.0354,22505,8579,774,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
99,25-02-2020 01:29:03,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0801,51441,19608,1770,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
100,25-02-2020 01:29:55,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0803,51441,19608,1780,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
101,25-02-2020 01:29:55,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0364,25656,9779,888,399,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
102,25-02-2020 01:29:55,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2232,143069,54535,4950,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
