,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Vake,Saburtalo,Vazisubani,Zahesi,Gldani,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
28,03-07-2020 22:35:10,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,2,нет,Тбилиси,10 гр,0.0459,31725,12263,1090,,True,450,,,,,,,,,,,Gashish Evro 10gr
29,03-07-2020 22:35:10,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,,1,нет,Тбилиси,11 гр,0.0172,12690,4905,436,,True,180,,,,,,,,,,,11+ GRAMM BEASTWEED NEW
30,03-07-2020 22:35:10,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0478,35250,13625,1211,,True,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
31,03-07-2020 22:35:10,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,,8,нет,Тбилиси,15 гр,0.0068,4583,1771,157,,True,65,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
32,03-07-2020 22:35:10,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2121,141000,54500,4843,,True,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
33,03-07-2020 22:35:10,Tbilisi,A3I9,Joookerrr,Heroin (sirec) made from Azerbaijan 0.2 гр.,,нет,10,Тбилиси,0.2 гр,0.0101,6768,2616,232,,True,96,,,,,,,,,,,Heroin (sirec) made from Azerbaijan 0.2 gr.
34,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",,нет,8,Тбилиси,2 гр,0.0095,6345,2453,218,,True,90,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
35,03-07-2020 22:36:59,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,9,Тбилиси,2 гр,0.053,35179,13598,1208,,True,499,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
36,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0089,5942,2295,205,75,True,,,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
37,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",,нет,5,Тбилиси,3 гр,0.0126,8460,3270,291,,True,120,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
38,03-07-2020 22:36:59,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,20,Тбилиси,3 гр,0.0796,52875,20438,1816,,True,750,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
39,03-07-2020 22:36:59,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,5,Тбилиси,4 гр,0.042,28200,10900,969,,True,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
40,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),,нет,8,Тбилиси,4 гр,0.0126,8460,3270,291,,True,120,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
41,03-07-2020 22:36:59,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0263,17625,6813,605,,True,250,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
42,03-07-2020 22:36:59,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0578,38775,14988,1332,,True,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
43,03-07-2020 22:36:59,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0284,19035,7358,654,,True,270,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
44,03-07-2020 22:36:59,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0294,19740,7630,678,,True,280,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,03-07-2020 22:36:59,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0289,19387,7494,666,,True,275,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
46,03-07-2020 22:36:59,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0252,16920,6540,581,,True,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,03-07-2020 22:36:59,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0294,19740,7630,678,,True,280,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,03-07-2020 22:36:59,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0284,19035,7358,654,,True,270,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,03-07-2020 22:36:59,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0209,15439,5968,530,,True,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,5,Тбилиси,5 гр,0.0184,12337,4769,424,,True,175,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
51,03-07-2020 22:36:59,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0284,19035,7358,654,,True,270,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Тбилиси,5 гр,0.1577,105750,40875,3632,,True,1500,,,,,,,,,,,Gerojn (sirets) 5 gr
53,03-07-2020 22:36:59,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,1,Тбилиси,5 гр,0.0263,17625,6813,605,,,250,,True,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
54,03-07-2020 22:36:59,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2575,190000,87429,6528,,True,,,,,,,,,,,,reagent 25i nbome. 5gr
55,03-07-2020 22:36:59,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2867,211500,81750,7264,,,3000,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,03-07-2020 22:36:59,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,7,Тбилиси,5 гр,0.1326,88054,34035,3024,,True,1249,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,03-07-2020 22:36:59,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,12,Тбилиси,5 гр,0.0212,14100,5450,484,,True,200,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,03-07-2020 22:36:59,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0946,63450,24525,2179,,True,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
59,03-07-2020 22:36:59,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0578,38775,14988,1332,,True,550,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
60,03-07-2020 22:36:59,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0736,49350,19075,1695,,True,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,03-07-2020 22:36:59,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0441,29610,11445,1017,,True,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,03-07-2020 22:36:59,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0841,56400,21800,1937,,True,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,03-07-2020 22:36:59,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2339,156862,60631,5388,,True,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
64,03-07-2020 22:36:59,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,,нет,7,Тбилиси,10 гр,0.0105,7050,2725,242,,True,100,,,,,,,,,,,Marki n-boom 10 sht.
65,03-07-2020 22:36:59,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,7,Тбилиси,10 гр,0.2653,176179,68098,6051,,True,2499,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,03-07-2020 22:36:59,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,15,Тбилиси,10 гр,0.0425,28200,10900,969,,True,400,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,03-07-2020 22:36:59,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0465,30896,11934,1065,390,True,,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
68,03-07-2020 22:38:52,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2523,169200,65400,5811,,True,2400,,,,,,,,,,,100 gr marijuana buds
69,03-07-2020 22:38:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2102,141000,54500,4843,,True,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,03-07-2020 22:38:52,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2628,176250,68125,6054,,True,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
71,03-07-2020 22:38:52,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6202,415949,160775,14286,,True,5900,,,,,,,,,,,180 gr marihuana persoalno
72,03-07-2020 22:38:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4835,324300,125350,11138,,True,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
73,03-07-2020 22:38:52,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7884,528749,204375,18161,,True,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
74,03-07-2020 22:38:52,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8935,599249,231625,20582,,True,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,03-07-2020 22:38:52,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0191,14100,5450,484,,True,200,,,,,,,,,,,KURYER..500RUB.+BONUS
76,03-07-2020 22:38:52,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0263,17625,6813,605,,True,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,03-07-2020 22:38:52,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.021,14100,5450,484,,True,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
78,03-07-2020 22:38:52,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0263,17625,6813,605,,True,250,,,,,,,,,,,Rabota na marki (kur'er)
79,03-07-2020 22:38:52,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5911,1057499,408750,36321,,True,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
80,03-07-2020 22:42:01,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️",,13,нет,Батуми,2 гр,0.0119,7922,3060,273,100,,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 2pc 🎭🔮🧞‍♀️"
81,03-07-2020 22:42:01,Batumi,Z9UT,Rainbow,Super Critical 10G,,2,нет,Батуми,10 гр,0.0473,31725,12263,1090,,,450,,,,,,,,,,True,Super Critical 10G
82,03-07-2020 22:42:01,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,нет,10,Батуми,0.25 гр,0.0265,17625,6813,605,,,250,,,,,,,,,True,,METADON - 0.25 - SALE
83,03-07-2020 22:42:01,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1577,105750,40875,3632,,,1500,,,,,,,,,True,,Gerojn (sirets) 5 gr
84,03-07-2020 22:42:01,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0465,30896,11934,1065,390,,,,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
85,03-07-2020 22:42:01,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,5,Батуми,11 гр,0.0501,33273,12852,1147,420,,,,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
86,03-07-2020 22:42:01,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1686,112990,51992,3882,,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
87,03-07-2020 22:42:01,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2669,178900,82321,6147,,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
88,03-07-2020 22:42:01,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7050,2725,242,,,100,,,,,,,,,True,,kur'er v Batumi
89,03-07-2020 22:42:01,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17625,6813,605,,,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
90,03-07-2020 22:42:01,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17625,6813,605,,,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
91,03-07-2020 22:42:01,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.021,14100,5450,484,,,200,,,,,,,,,True,,Kur'er Batumi na marihuanu
92,03-07-2020 22:42:01,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5911,1057499,408750,36321,,,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
93,03-07-2020 22:42:01,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0526,35250,13625,1211,,,500,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
