,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,Nadzaladevi,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Тбилиси,Vake,€,Didube,Авлобари,Центр,Батуми,Кутаиси,desc_en
28,28,05-04-2020 09:43:21,Tbilisi,bb1791277e,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%,,,1,нет,Тбилиси,2 гр,0.012,6607,2350,219,85.0,,True,,,,,,,,2 gr Stardawg Auto WEED PRESED BUDS !! thc 21%
29,29,05-04-2020 09:43:21,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,,,6,нет,Тбилиси,2 гр,0.01,5441,1936,180,70.0,,True,,,,,,,,2x Extasy Duracell 223mg MDMA.
30,30,05-04-2020 09:43:21,Tbilisi,bb1791277e,CHEESE WEED BUDS+leaves 2gr saburtalo !!,,,4,нет,Тбилиси,2 гр,0.0068,3731,1327,123,48.0,,True,,,,,,,,CHEESE WEED BUDS+leaves 2gr saburtalo !!
31,31,05-04-2020 09:43:21,Tbilisi,eb7e03535b,Cocaine Pure VHQ 2 g,,,1,нет,Тбилиси,2 гр,0.0462,27984,9954,926,360.0,,True,,,,,,,,Cocaine Pure VHQ 2 g
32,32,05-04-2020 09:43:21,Tbilisi,ae784bef73,Gorilla Glue! 2G ! NEW ! BUDS !,,,4,нет,Тбилиси,2 гр,0.0106,5830,2074,193,75.0,,True,,,,,,,,Gorilla Glue! 2G ! NEW ! BUDS !
33,33,05-04-2020 09:43:21,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 2 штуки!!!,True,,10,нет,Тбилиси,2 гр,0.0045,2721,968,90,35.0,,True,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 2 shtuki!!!
34,34,05-04-2020 09:43:58,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩,,,2,нет,Тбилиси,2 гр,0.0127,6918,2461,229,89.0,,True,,,,,,,,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩
35,35,05-04-2020 09:43:58,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,,,1,нет,Тбилиси,3 гр,0.0155,8473,3014,280,109.0,,True,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
36,36,05-04-2020 09:43:58,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",,,2,нет,Тбилиси,5 гр,0.0434,24874,8848,823,320.0,,True,,,,,,,,"5 Grm MDMA , Purity A +++"
37,37,05-04-2020 09:43:58,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,,,2,нет,Тбилиси,5 гр,0.0419,23320,8295,772,300.0,,True,,,,,,,,5 Grm Mdma Pure Quality A +++
38,38,05-04-2020 09:43:58,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,,1,нет,Тбилиси,5 гр,0.0189,10416,3705,345,134.0,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
39,39,05-04-2020 09:43:58,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,,3,нет,Тбилиси,5 гр,0.025,13603,4839,450,175.0,,True,,,,,,,,5x Extasy Duracell 223mg MDMA.
40,40,05-04-2020 09:43:58,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,,1,нет,Тбилиси,5 гр,0.0071,4275,1521,141,55.0,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
41,41,05-04-2020 09:43:58,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,True,1,нет,Тбилиси,6 гр,0.0103,6219,2212,206,80.0,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
42,42,05-04-2020 09:43:58,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,,1,нет,Тбилиси,10 гр,0.0515,28372,10092,939,365.0,,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
43,43,05-04-2020 09:43:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,,,1,нет,Тбилиси,10 гр,0.0377,20755,7383,687,267.0,,True,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
44,44,05-04-2020 09:43:58,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),,,2,3,Тбилиси,10 гр,0.0142,8574,2986,278,,True,True,,100.0,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
45,45,05-04-2020 09:43:58,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,,1,нет,Тбилиси,10 гр,0.0109,6607,2350,219,85.0,,True,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
46,46,05-04-2020 09:43:58,Tbilisi,c225d2f67d,гашиш евро 10г,,,2,нет,Тбилиси,10 гр,0.0542,31093,11060,1029,400.0,,True,,,,,,,,gashish evro 10g
47,47,05-04-2020 09:43:58,Tbilisi,c225d2f67d,Гашиш Евро 20гр,,,1,нет,Тбилиси,20 гр,0.1053,60398,21484,1999,777.0,,True,,,,,,,,Gashish Evro 20gr
48,48,05-04-2020 09:43:58,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,,1,нет,Тбилиси,60 гр,0.2567,155465,55300,5144,2000.0,,True,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
49,49,05-04-2020 09:43:58,Tbilisi,f8a875c191,METADON - 0.25 G.,,,нет,15,Тбилиси,0.25 гр,0.0315,17148,5972,556,,,True,,200.0,,,,,,METADON - 0.25 G.
50,50,05-04-2020 09:43:58,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,,,нет,2,Тбилиси,2 гр,0.0285,15547,5530,514,200.0,,True,,,,,,,,✨✨2gram. MDMA✨✨
51,51,05-04-2020 09:43:58,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,,,нет,3,Тбилиси,2 гр,0.0526,28683,10203,949,369.0,,True,,,,,,,,❄❄2g HQ COCAINE❄❄
52,52,05-04-2020 09:43:58,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,,нет,3,Тбилиси,3 гр,0.0841,45862,16314,1518,590.0,,True,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
53,53,05-04-2020 09:43:58,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,,нет,7,Тбилиси,4 гр,0.0565,31093,11060,1029,400.0,,True,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
54,54,05-04-2020 09:43:58,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,,,нет,4,Тбилиси,5 гр,0.0226,12437,4424,412,160.0,,True,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
55,55,05-04-2020 09:43:58,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,,нет,5,Тбилиси,5 гр,0.0776,42753,15208,1415,550.0,,True,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
56,56,05-04-2020 09:43:58,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,,нет,1,Тбилиси,5 гр,0.0239,13137,4673,435,169.0,,True,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
57,57,05-04-2020 09:43:58,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,,нет,8,Тбилиси,5 гр,0.024,13215,4701,437,170.0,,True,,,,,,,,5 gr Shishki “OG KUSH VHQ”
58,58,05-04-2020 09:43:58,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,,нет,10,Тбилиси,5 гр,0.0281,15469,5502,512,199.0,,True,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
59,59,05-04-2020 09:43:58,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,,нет,7,Тбилиси,5 гр,0.0281,15469,5502,512,199.0,,True,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
60,60,05-04-2020 09:43:58,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,,нет,2,Тбилиси,5 гр,0.0281,17023,6055,563,219.0,,True,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
61,61,05-04-2020 09:43:58,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),,,нет,5,Тбилиси,5 гр,0.0428,23320,8295,772,300.0,,True,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
62,62,05-04-2020 09:43:58,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,,нет,7,Тбилиси,5 гр,0.0281,15469,5502,512,199.0,,True,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
63,63,05-04-2020 09:43:58,Tbilisi,54915c4374,МДМА 5 гр!!!,,,нет,2,Тбилиси,5 гр,0.0425,25722,8958,834,,,True,,300.0,,,,,,MDMA 5 gr!!!
64,64,05-04-2020 09:43:58,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,,нет,12,Тбилиси,5 гр,0.0257,15547,5530,514,200.0,,True,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
65,65,05-04-2020 09:43:58,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,,нет,2,Тбилиси,5 гр,0.3137,190000,87429,6381,,,True,,,,,,,,reagent 25i nbome. 5gr
66,66,05-04-2020 09:45:04,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,,нет,2,Тбилиси,5 гр,0.3854,233198,82950,7717,3000.0,True,,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
67,67,05-04-2020 09:45:04,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,,нет,2,Тбилиси,5 гр,0.124,67550,24028,2235,869.0,,True,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
68,68,05-04-2020 09:45:04,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,,нет,5,Тбилиси,5 гр,0.0271,14769,5254,489,190.0,,True,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
69,69,05-04-2020 09:45:04,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,,нет,5,Тбилиси,5 гр,0.0698,38011,13521,1258,489.0,,True,,,,,,,,💘✨5g. MDMA ✨💘
70,70,05-04-2020 09:45:04,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,,нет,5,Тбилиси,5 гр,0.027000000000000003,14691,5226,486,189.0,,True,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
71,71,05-04-2020 09:45:04,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,,нет,1,Тбилиси,10 гр,0.1272,69959,24885,2315,900.0,,True,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
72,72,05-04-2020 09:45:04,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,,нет,5,Тбилиси,10 гр,0.0989,54413,19355,1801,700.0,,True,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
73,73,05-04-2020 09:45:04,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,,нет,6,Тбилиси,10 гр,0.0452,24874,8848,823,320.0,,True,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
74,74,05-04-2020 09:45:04,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,,нет,5,Тбилиси,10 гр,0.1131,62186,22120,2058,800.0,,True,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
75,75,05-04-2020 09:45:04,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,,нет,1,Тбилиси,10 гр,0.3144,172955,61521,5723,2225.0,,True,,,,,,,,Amfetamin [White] [Import] 10G
76,76,05-04-2020 09:45:04,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,,нет,8,Тбилиси,10 гр,0.2068,112634,40065,3727,1449.0,,True,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
77,77,05-04-2020 09:45:04,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,,нет,10,Тбилиси,10 гр,0.0527,28683,10203,949,369.0,,True,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
78,78,05-04-2020 09:45:04,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,,нет,2,Тбилиси,10 гр,0.0427,23242,8267,769,299.0,,True,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
79,79,05-04-2020 09:45:04,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,,нет,8,Тбилиси,20 гр,0.0705,38789,13797,1284,499.0,,True,,,,,,,,20 gr Indica marijuana buds (hight quality)
80,80,05-04-2020 09:45:04,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,,нет,9,Тбилиси,20 гр,0.0855,46562,16562,1541,599.0,,True,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
81,81,05-04-2020 09:45:04,Tbilisi,e56bb6ca93,50gr Georgian Indica dominant buds. The Best PRICE,True,,нет,13,Тбилиси,50 гр,0.1412,77655,27622,2570,999.0,,True,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
82,82,05-04-2020 09:45:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,,,нет,1,Тбилиси,50 гр,0.1554,85506,30415,2829,1100.0,,True,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
83,83,05-04-2020 09:45:04,Tbilisi,cb721d4bca,100 gr marijuana buds,,,нет,1,Тбилиси,100 гр,0.3392,186558,66360,6173,2400.0,,True,,,,,,,,100 gr marijuana buds
84,84,05-04-2020 09:45:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,,нет,1,Тбилиси,100 гр,0.2826,155465,55300,5144,2000.0,,True,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
85,85,05-04-2020 09:45:04,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,,нет,1,Тбилиси,100 гр,0.2855,155465,55300,5144,2000.0,,True,,,,,,,,SUBOXIN - HQ - 100 G.
86,86,05-04-2020 09:45:04,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,,1,1,Тбилиси,100 гр,0.3533,194331,69125,6431,2500.0,,True,,,,,,,,Marihuana [Shishki] [Gali] 100G
87,87,05-04-2020 09:45:04,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,,нет,1,Тбилиси,150 гр,0.2141,116599,41475,3858,1500.0,,True,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
88,88,05-04-2020 09:45:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,,нет,1,Тбилиси,250 гр,0.65,357570,127190,11832,4600.0,,True,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
89,89,05-04-2020 09:45:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,,нет,1,Тбилиси,500 гр,1.0598,582994,207375,19292,7500.0,,True,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
90,90,05-04-2020 09:45:04,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,,нет,3,Тбилиси,10000 гр,1.2012,660726,235025,21864,8500.0,,True,,,,,,,,10000sht marki 25i-nbome. predoplata
91,91,05-04-2020 09:45:04,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,,2,нет,Тбилиси,1 гр,0.0257,15547,5530,514,200.0,,True,,,,,,,,KURYER..500RUB.+BONUS
92,92,05-04-2020 09:45:04,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,,1,нет,Тбилиси,1 гр,0.0283,15547,5530,514,200.0,,True,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
93,93,05-04-2020 09:45:04,Tbilisi,f25c0d6c5c,Требуется курьер,,,1,нет,Тбилиси,1 гр,0.0165,10000,4602,336,,,True,,,,,,,,Trebuetsja kur'er
94,94,05-04-2020 09:45:04,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,,нет,2,Тбилиси,1 гр,0.0283,15547,5530,514,200.0,,True,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
95,95,05-04-2020 09:45:04,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,,нет,1,Тбилиси,1 гр,0.0353,19433,6913,643,250.0,,True,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
96,96,05-04-2020 09:45:04,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,,нет,1,Тбилиси,400 гр,2.1390000000000002,1165988,414750,38583,15000.0,,True,,,,,,,,Vakansija optovogo kur'era na mef
97,97,05-04-2020 09:46:30,Batumi,99accec7c7,MEPHEDRONE 0.5 gr,,,1,нет,Батуми,0.5 гр,0.0078,4275,1521,141,55.0,,,,,,,True,,,MEPHEDRONE 0.5 gr
98,98,05-04-2020 09:46:30,Batumi,99accec7c7,mephedrone 1gr СКИДКА КАРАНТИННАЯ!!!!,,,1,нет,Батуми,1 гр,0.0143,7851,2793,260,101.0,,,,,,,True,,,mephedrone 1gr SKIDKA KARANTINNAJa!!!!
99,99,05-04-2020 09:46:30,Batumi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,,7,нет,Батуми,2 гр,0.0049,2954,1051,98,38.0,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
100,100,05-04-2020 09:46:30,Batumi,012f23b5ea,Power Africa 2.5 g,,,1,нет,Батуми,2.5 гр,0.0135,8162,2903,270,105.0,,,,,,,,True,,Power Africa 2.5 g
101,101,05-04-2020 09:46:30,Batumi,3ee37c89bb,[100g] SPAIN HASH,,,1,нет,Батуми,105 гр,0.3109,171012,60830,5659,2200.0,,,,,,,,True,,[100g] SPAIN HASH
102,102,05-04-2020 09:46:30,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,,1,13,Батуми,5 гр,0.0257,15547,5530,514,200.0,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
103,103,05-04-2020 09:46:30,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,,нет,2,Батуми,100 гр,0.2855,155465,55300,5144,2000.0,,,,,,,,True,,SUBOXIN - HQ - 100 G.
