,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
38,09-03-2020 10:15:13,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0184,10803,4021,358,160,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
39,09-03-2020 10:15:13,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0229,13436,5001,446,199,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
40,09-03-2020 10:15:13,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0229,13436,5001,446,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
41,09-03-2020 10:15:13,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0167,9790,3644,325,145,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
42,09-03-2020 10:15:13,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0229,14786,5503,490,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
43,09-03-2020 10:15:13,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0232,13504,5026,448,200,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
44,09-03-2020 10:15:13,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0172,10128,3770,336,150,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
45,09-03-2020 10:15:13,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0209,13504,5026,448,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
46,09-03-2020 10:15:13,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.294,190000,87429,6311,,,,,,,,,,reagent 25i nbome. 5gr
47,09-03-2020 10:15:13,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3134,202553,75390,6719,3000,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
48,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0997,57998,21587,1924,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
49,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0215,12491,4649,414,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
50,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0568,33016,12289,1095,489,,,,,,,,,💘✨5g. MDMA ✨💘
51,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0382,22213,8268,737,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
52,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0209,12153,4523,403,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
53,09-03-2020 10:15:13,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1034,60766,22617,2016,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
54,09-03-2020 10:15:13,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0804,47262,17591,1568,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
55,09-03-2020 10:15:13,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0459,26939,10027,894,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
56,09-03-2020 10:15:13,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0406,23631,8796,784,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
57,09-03-2020 10:15:13,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0919,54014,20104,1792,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
58,09-03-2020 10:15:13,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2557,150226,55914,4983,2225,,,,,,,,,Amfetamin [White] [Import] 10G
59,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1682,97833,36413,3245,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
60,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0428,24914,9273,826,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
61,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0347,20188,7514,670,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
62,09-03-2020 10:15:13,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0695,40443,15053,1342,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
63,09-03-2020 10:15:13,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0772,47262,17591,1568,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
64,09-03-2020 10:15:13,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 30g,True,нет,1,Тбилиси,30 гр,0.2758,162042,60312,5375,2400,,,,,,,,,MDMA from Europe!!! 30g
65,09-03-2020 10:15:13,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1254,81021,30156,2688,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
66,09-03-2020 10:15:13,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1102,67450,25105,2237,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
67,09-03-2020 10:15:13,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 50g,True,нет,1,Тбилиси,50 гр,0.8619,506381,188475,16797,7500,,,,,,,,,Columbia Cocaine VHQ 50g
68,09-03-2020 10:15:13,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4597,270070,100520,8958,4000,,,,,,,,,MDMA from Europe!!! 50g
69,09-03-2020 10:15:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2298,135035,50260,4479,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
70,09-03-2020 10:15:55,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2296,135035,50260,4479,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
71,09-03-2020 10:15:55,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2841,168794,62825,5599,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,09-03-2020 10:15:55,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1722,101276,37695,3359,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
73,09-03-2020 10:15:55,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5228,310581,115598,10302,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
74,09-03-2020 10:15:55,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8524,506381,188475,16797,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
75,09-03-2020 10:15:55,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.966,573899,213605,19037,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
76,09-03-2020 10:15:55,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0207,13504,5026,448,200,,,,,,,,,KURYER..500RUB.+BONUS
77,09-03-2020 10:15:55,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0155,10128,3770,336,150,,,,,,,,,Rabota na marki (kur'er)
78,09-03-2020 10:15:55,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0227,13504,5026,448,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,09-03-2020 10:15:55,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0284,16879,6283,560,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
80,09-03-2020 10:15:55,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.7202,1012763,376950,33594,15000,,,,,,,,,Vakansija optovogo kur'era na mef
81,09-03-2020 10:17:18,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,22,нет,Батуми,1 гр,0.0207,13504,5026,448,200,,,,,,True,,,NZT-52 limited 1 g muka
82,09-03-2020 10:17:18,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0068,4051,1508,134,60,,,,,,True,,,ORANGE PUNCH [1g]
83,09-03-2020 10:17:18,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0372,24306,9047,806,360,,,,,,True,,,NZT-52 limited 2g muka
84,09-03-2020 10:17:18,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,2,нет,Батуми,2 гр,0.0114,6752,2513,224,100,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
85,09-03-2020 10:17:18,Batumi,XHR,420Factory,Power Africa 2.5 g,,2,нет,Батуми,2.5 гр,0.0108,7089,2639,235,105,,,,,,True,,,Power Africa 2.5 g
86,09-03-2020 10:17:18,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0284,16879,6283,560,250,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
87,09-03-2020 10:17:18,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1705,101276,37695,3359,1500,,,,,,True,,,Skunk! 50 gr.
88,09-03-2020 10:17:18,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,нет,5,Батуми,0.27 гр,0.031,18230,6785,605,270,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
89,09-03-2020 10:17:18,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0207,13504,5026,448,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
90,09-03-2020 10:17:18,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2296,135035,50260,4479,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
91,09-03-2020 10:17:18,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1722,101276,37695,3359,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
92,09-03-2020 10:17:18,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0052,3376,1257,112,50,,,,,,True,,,kur'er v Batumi
93,09-03-2020 10:17:18,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0258,16879,6283,560,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
94,09-03-2020 10:17:18,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0155,10128,3770,336,150,,,,,,True,,,Rabota na marki (kur'er)
95,09-03-2020 10:17:18,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0258,16879,6283,560,250,,,,,,True,,,Ischu kur'era v Gruzii!
96,09-03-2020 10:17:18,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.7202,1012763,376950,33594,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
97,09-03-2020 10:17:18,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0568,33759,12565,1120,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
98,09-03-2020 10:18:54,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0155,10128,3770,336,150,,,,,,,,True,Rabota na marki (kur'er)
