,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
21,11-05-2020 13:48:26,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),,2,нет,Тбилиси,20 гр,0.0425,27998,10275,925,379,,,True,,,,,,20 gr Indica marijuana buds (hight quality)
22,11-05-2020 13:48:26,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0835,57399,21064,1897,777,,,,,,,,,Gashish Evro 20gr
23,11-05-2020 13:48:26,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2037,147745,54220,4883,2000,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
24,11-05-2020 13:48:26,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,6,Тбилиси,1 гр,0.0179,11820,4338,391,160,,,,,,,,,"""Kief"" Weed trichomes 1G"
25,11-05-2020 13:48:26,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.0238,15513,5693,513,210,,,,,,,,,✨✨2gram. MDMA✨✨
26,11-05-2020 13:48:26,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0418,27259,10004,901,369,,,,,,,,,❄❄2g HQ COCAINE❄❄
27,11-05-2020 13:48:26,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,9,Тбилиси,3 гр,0.0655,42772,15697,1414,579,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
28,11-05-2020 13:48:26,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0448,29549,10844,977,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
29,11-05-2020 13:48:26,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0616,40630,14911,1343,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,11-05-2020 13:48:26,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0263,17360,6371,574,235,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
31,11-05-2020 13:48:26,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0269,17729,6506,586,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
32,11-05-2020 13:48:26,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0258,16991,6235,562,230,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
33,11-05-2020 13:48:26,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0269,17729,6506,586,240,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
34,11-05-2020 13:49:01,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0269,17729,6506,586,240,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
35,11-05-2020 13:49:01,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0269,17729,6506,586,240,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
36,11-05-2020 13:49:01,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0269,17729,6506,586,240,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
37,11-05-2020 13:49:01,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0258,16991,6235,562,230,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
38,11-05-2020 13:49:01,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0223,16178,5937,535,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
39,11-05-2020 13:49:01,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0263,17360,6371,574,235,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
40,11-05-2020 13:49:01,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0179,11820,4338,391,160,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
41,11-05-2020 13:49:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2621,190000,87429,6279,,,,,,,,,,reagent 25i nbome. 5gr
42,11-05-2020 13:49:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3058,221618,81330,7325,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
43,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1086,70844,25998,2341,959,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
44,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,1,Тбилиси,5 гр,0.0214,13962,5124,461,189,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
45,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0215,14036,5151,464,190,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0554,36124,13257,1194,489,,,,,,,,,💘✨5g. MDMA ✨💘
47,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0214,13962,5124,461,189,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
48,11-05-2020 13:49:01,Tbilisi,A3I9,Joookerrr,"""MDN-BooooMA"" - Марки 5 шт. + МДМА 0.5",True,нет,10,Тбилиси,5.5 гр,0.0102,7387,2711,244,100,,,,,,,,,"""MDN-BooooMA"" - Marki 5 sht. + MDMA 0.5"
49,11-05-2020 13:49:01,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",True,нет,9,Тбилиси,8 гр,0.009,5910,2169,195,80,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
50,11-05-2020 13:49:01,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1009,66485,24399,2197,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,11-05-2020 13:49:01,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0448,29549,10844,977,400,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
52,11-05-2020 13:49:01,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0785,51711,18977,1709,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,11-05-2020 13:49:01,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0471,31026,11386,1025,420,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,11-05-2020 13:49:01,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,39,Тбилиси,10 гр,0.0112,7387,2711,244,100,,,,,,,,,10G Hybrid Marijuana Leafs
55,11-05-2020 13:49:01,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0897,59098,21688,1953,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,11-05-2020 13:49:01,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0325,21423,7862,708,290,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
57,11-05-2020 13:49:01,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2494,164366,60320,5432,2225,,,,,,,,,Amfetamin [White] [Import] 10G
58,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1765,115167,42264,3806,1559,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0418,27259,10004,901,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,11-05-2020 13:49:01,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5662,369363,135550,12208,5000,,,,,,,,,METADON - 20 G.
61,11-05-2020 13:49:01,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0678,44250,16239,1462,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,11-05-2020 13:49:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1233,81260,29821,2686,1100,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
63,11-05-2020 13:49:01,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2691,177294,65064,5860,2400,,,,,,,,,100 gr marijuana buds
64,11-05-2020 13:49:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2242,147745,54220,4883,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
65,11-05-2020 13:49:01,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2803,184681,67775,6104,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,11-05-2020 13:49:01,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6614,435848,159949,14405,5900,,,,,,,,,180 gr marihuana persoalno
67,11-05-2020 13:49:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5157,339814,124706,11231,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,11-05-2020 13:49:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8408,554044,203325,18311,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,11-05-2020 13:49:42,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9513,627916,230435,20753,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
70,11-05-2020 13:49:42,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0204,14775,5422,488,200,,,,,,,,,KURYER..500RUB.+BONUS
71,11-05-2020 13:49:42,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0224,14775,5422,488,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,11-05-2020 13:49:42,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.028,18468,6778,610,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,11-05-2020 13:49:42,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6941,1108088,406650,36623,15000,,,,,,,,,Vakansija optovogo kur'era na mef
74,11-05-2020 13:51:38,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2465,162520,59642,5371,2200,,,,,,True,,,[100g] SPAIN HASH
75,11-05-2020 13:51:38,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 8 шт",,нет,6,Батуми,8 гр,0.009,5910,2169,195,80,,,,,,True,,,"""Dzhoker ekspres"" marki nbooom 8 sht"
76,11-05-2020 13:51:38,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1714,112990,51992,3734,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
77,11-05-2020 13:51:38,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2714,178900,82321,5912,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
78,11-05-2020 13:51:38,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0102,7387,2711,244,100,,,,,,True,,,kur'er v Batumi
79,11-05-2020 13:51:38,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0255,18468,6778,610,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
80,11-05-2020 13:51:38,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0255,18468,6778,610,250,,,,,,True,,,Ischu kur'era v Gruzii!
81,11-05-2020 13:51:38,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.696,1108088,406650,36623,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
82,11-05-2020 13:51:38,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.056,36936,13555,1221,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
83,11-05-2020 13:53:34,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,2,нет,Кутаиси,1.5 гр,0.0208,13666,5015,452,185,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
84,11-05-2020 13:53:34,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,6,нет,Кутаиси,2 гр,0.0546,35828,13148,1184,485,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
85,11-05-2020 13:53:34,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!,,9,нет,Кутаиси,3 гр,0.0371,24378,8946,806,330,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!SALE ONLY 3 DAY!!!!
86,11-05-2020 13:53:34,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0225,14775,5422,488,200,,,,,,,,True,Rabota na marki (kur'er)
