,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,27-02-2020 22:30:13,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,4,нет,Тбилиси,1 гр,0.0186,11810,4423,403,180,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
11,27-02-2020 22:30:13,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,1,нет,Тбилиси,2 гр,0.0086,5183,1941,177,79,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
12,27-02-2020 22:30:13,Tbilisi,5JG6,BenderMan,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0434,26244,9828,895,400,,,,,,,,,"Cocaine, 2 g"
13,27-02-2020 22:30:13,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0367,22635,8477,772,345,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
14,27-02-2020 22:30:13,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,1,нет,Тбилиси,2 гр,0.0195,11810,4423,403,180,,,,,,,,,Ketamine 2 g
15,27-02-2020 22:30:13,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0076,4593,1720,157,70,,,,,,,,,"LSD - 250 ug, 2 pieces"
16,27-02-2020 22:30:13,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0376,22898,8575,781,349,,True,,,,,,,Kokain KOLUMBIA 2g
17,27-02-2020 22:30:13,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0226,13778,5160,470,210,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
18,27-02-2020 22:30:13,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,1,нет,Тбилиси,3 гр,0.0114,6889,2580,235,105,,,,,,,,,3x Extasy Duracell 223mg MDMA
19,27-02-2020 22:30:13,Tbilisi,X4ZM,ZYX,NEW ! Easy Bud ! 3g,True,2,нет,Тбилиси,3 гр,0.0086,5249,1966,179,80,,,,,,,,,NEW ! Easy Bud ! 3g
20,27-02-2020 22:30:13,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0168,10170,3808,347,155,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
21,27-02-2020 22:30:13,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0217,13778,5160,470,210,,,,,,,,,gashish evro 5g
22,27-02-2020 22:30:13,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,3,нет,Тбилиси,5 гр,0.0279,17715,6634,604,270,,,,,,,,,🍃 5gr GAShISh 🍃
23,27-02-2020 22:30:13,Tbilisi,0WE,Khachapuri,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0338,21494,8067,730,,,,300,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
24,27-02-2020 22:30:13,Tbilisi,0WE,Khachapuri,10 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,10 гр,0.0338,21494,8067,730,,,,300,,,,,,10 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
25,27-02-2020 22:30:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,5,нет,Тбилиси,10 гр,0.0287,17518,6560,598,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
26,27-02-2020 22:30:13,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,2,нет,Тбилиси,10 гр,0.0326,19683,7371,671,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
27,27-02-2020 22:30:13,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,1,нет,Тбилиси,10 гр,0.0248,15746,5897,537,240,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
28,27-02-2020 22:30:13,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0413,26244,9828,895,400,,,,,,,,,gashish evro 10g
29,27-02-2020 22:30:13,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,9,нет,Тбилиси,10 гр,0.0093,6233,2334,213,95,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
30,27-02-2020 22:30:13,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,2,нет,Тбилиси,20 гр,0.0465,29524,11057,1007,450,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
31,27-02-2020 22:30:13,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0802,50979,19091,1739,777,,,,,,,,,Gashish Evro 20gr
32,27-02-2020 22:30:13,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.17 G,True,нет,3,Тбилиси,0.17 гр,0.0163,9841,3686,336,150,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.17 G
33,27-02-2020 22:31:05,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0247,14893,5577,508,227,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
34,27-02-2020 22:31:05,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0326,19683,7371,671,300,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
35,27-02-2020 22:31:05,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 0.5 G. (SHISHKI) (SALE),True,нет,4,Тбилиси,0.5 гр,0.0054,3280,1229,112,50,,,,,,,,,MARIXYANA - 0.5 G. (SHISHKI) (SALE)
36,27-02-2020 22:31:05,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.7g,True,нет,1,Тбилиси,0.7 гр,0.0301,18371,6880,627,280,,,,,,,,,Methadone HQ in city 0.7g
37,27-02-2020 22:31:05,Tbilisi,TDSHF,THC,Hybrid Gagarin.(THC 30%) 1g.,True,нет,1,Тбилиси,1 гр,0.0046,2952,1106,101,45,,,,,,,,,Hybrid Gagarin.(THC 30%) 1g.
38,27-02-2020 22:31:05,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0652,39366,14742,1343,600,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
39,27-02-2020 22:31:05,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.3g,True,нет,3,Тбилиси,1.3 гр,0.0592,36085,13514,1231,550,,,,,,,,,Methadone HQ in city 1.3g
40,27-02-2020 22:31:05,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.018,10957,4103,374,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
41,27-02-2020 22:31:05,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,4,Тбилиси,2 гр,0.0174,11822,4437,402,,,,165,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
42,27-02-2020 22:31:05,Tbilisi,OX85,amnesia420,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,2,Тбилиси,3 гр,0.0108,7217,2703,246,110,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
43,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,5,Тбилиси,3 гр,0.0641,38710,14496,1320,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
44,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0185,12400,4644,423,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
45,27-02-2020 22:31:05,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.043,26244,9828,895,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
46,27-02-2020 22:31:05,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0592,36085,13514,1231,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
47,27-02-2020 22:31:05,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0258,15746,5897,537,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
48,27-02-2020 22:31:05,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0269,16402,6143,559,250,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
49,27-02-2020 22:31:05,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0269,16402,6143,559,250,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
50,27-02-2020 22:31:05,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0269,16402,6143,559,250,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
51,27-02-2020 22:31:05,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0214,13056,4889,445,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
52,27-02-2020 22:31:05,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0269,16402,6143,559,250,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
53,27-02-2020 22:31:05,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0214,14369,5381,490,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
54,27-02-2020 22:31:05,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0269,16402,6143,559,250,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
55,27-02-2020 22:31:05,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0196,13122,4914,448,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
56,27-02-2020 22:31:05,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2833,190000,87429,6486,,,,,,,,,,reagent 25i nbome. 5gr
57,27-02-2020 22:31:05,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2935,196829,73710,6713,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
58,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0934,56359,21106,1922,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
59,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,9,Тбилиси,5 гр,0.0201,12138,4545,414,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
60,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0531,32083,12015,1094,489,,,,,,,,,💘✨5g. MDMA ✨💘
61,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0358,21586,8084,736,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
62,27-02-2020 22:31:05,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,4,Тбилиси,5 гр,0.0196,11810,4423,403,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
63,27-02-2020 22:31:05,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0968,59049,22113,2014,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
64,27-02-2020 22:31:05,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0753,45927,17199,1566,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
65,27-02-2020 22:31:05,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0429,26178,9803,893,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
66,27-02-2020 22:31:05,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.038,22963,8600,783,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
67,27-02-2020 22:31:05,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0861,52488,19656,1790,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,27-02-2020 22:31:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2398,145982,54668,4979,2225,,,,,,,,,Amfetamin [White] [Import] 10G
69,27-02-2020 22:31:53,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1577,95068,35602,3243,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
70,27-02-2020 22:31:53,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0402,24210,9066,826,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
71,27-02-2020 22:31:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0325,19617,7346,669,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
72,27-02-2020 22:31:53,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0762,45927,17199,1566,700,,,,,,,,,20x Extasy Duracell 223mg MDMA.
73,27-02-2020 22:31:53,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,10,Тбилиси,20 гр,0.0652,39300,14717,1340,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
74,27-02-2020 22:31:53,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0724,45927,17199,1566,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
75,27-02-2020 22:31:53,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1176,78732,29484,2685,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
76,27-02-2020 22:31:53,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1033,65544,24545,2236,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
77,27-02-2020 22:31:53,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.1024,62329,23342,2126,950,,,,,,,,,Hybrid Skunk! 50 gr
78,27-02-2020 22:31:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2156,131219,49140,4476,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,27-02-2020 22:31:53,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.194,118097,44226,4028,1800,,,,,,,,,Hybrid Skunk! 100 gr
80,27-02-2020 22:31:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2694,164024,61425,5595,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,27-02-2020 22:31:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4958,301805,113022,10294,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,27-02-2020 22:31:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8083,492073,184275,16784,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,27-02-2020 22:31:53,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9161,557682,208845,19021,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,27-02-2020 22:31:53,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0196,13122,4914,448,200,,,,,,,,,KURYER..500RUB.+BONUS
85,27-02-2020 22:31:53,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0196,13122,4914,448,200,,,,,,,,,Trebuetsja Kur'er
86,27-02-2020 22:31:53,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0216,13122,4914,448,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,27-02-2020 22:31:53,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0269,16402,6143,559,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
88,27-02-2020 22:31:53,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6314,984146,368550,33567,15000,,,,,,,,,Vakansija optovogo kur'era na mef
89,27-02-2020 22:33:34,Batumi,6KB,Marioshop,XTC-MDMA 0.5g purity 93%+,,5,нет,Батуми,0.5 гр,0.0086,5183,1941,177,79,,,,,,True,,,XTC-MDMA 0.5g purity 93%+
90,27-02-2020 22:33:34,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,8,Батуми,0.27 гр,0.0247,14893,5577,508,227,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
91,27-02-2020 22:33:34,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0195,13122,4914,448,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
92,27-02-2020 22:33:34,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.1021,62329,23342,2126,950,,,,,,True,,,Hybrid Skunk! 50 gr
93,27-02-2020 22:33:34,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1935,118097,44226,4028,1800,,,,,,True,,,Hybrid Skunk! 100 gr
94,27-02-2020 22:33:34,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3258,196829,73710,6713,3000,,,,,,True,,,SUBOXIN - HQ - 100 G.
95,27-02-2020 22:33:34,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,4,Батуми,150 гр,0.2715,164024,61425,5595,2500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
96,27-02-2020 22:33:34,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0109,6561,2457,224,100,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
97,27-02-2020 22:33:34,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3280,1229,112,50,,,,,,True,,,kur'er v Batumi
98,27-02-2020 22:33:34,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3280,1229,112,50,,,,,,True,,,Vakansija Kur'era v Batumi
99,27-02-2020 22:33:34,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0074,5000,2301,171,,,,,,,True,,,Vakansija Kur'era v Batumi
100,27-02-2020 22:33:34,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0244,16402,6143,559,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
101,27-02-2020 22:33:34,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0244,16402,6143,559,250,,,,,,True,,,Ischu kur'era v Gruzii!
102,27-02-2020 22:33:34,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6275,984146,368550,33567,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
103,27-02-2020 22:33:34,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0538,32805,12285,1119,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
104,27-02-2020 22:34:33,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.008,4855,1818,166,74,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
105,27-02-2020 22:34:33,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0117,7086,2654,242,108,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
