,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Gldani,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,21-05-2020 17:39:38,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,5,нет,Тбилиси,2 гр,0.0104,7092,2696,241,100,,,,,,,,,,2 G Hybrid Marijuana Buds
11,21-05-2020 17:39:38,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 2 g,True,1,нет,Тбилиси,2 гр,0.0489,33334,12671,1132,470,,,,,,,,,,Cocaine Pure VHQ 2 g
12,21-05-2020 17:39:38,Tbilisi,UTYG,Greanheave,LSD 25 buds 2 GR,True,2,нет,Тбилиси,2 гр,0.009,6738,2561,229,95,,,,,,,,,,LSD 25 buds 2 GR
13,21-05-2020 17:39:38,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,1,нет,Тбилиси,2 гр,0.0088,6029,2292,205,85,True,,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
14,21-05-2020 17:39:38,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,2,нет,Тбилиси,3 гр,0.0125,8440,3208,287,119,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
15,21-05-2020 17:39:38,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Big Buds,True,1,нет,Тбилиси,3 гр,0.0135,9220,3505,313,130,,,,,,,,,,3 G Hybrid Marijuana Big Buds
16,21-05-2020 17:39:38,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds.,,6,нет,Тбилиси,3 гр,0.0131,8866,3370,301,125,,,True,,,,,,,3g superskunk top class buds.
17,21-05-2020 17:39:38,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (high quality) (КЛАДИ НА МАГНИТАХ),,1,нет,Тбилиси,5 гр,0.0124,8440,3208,287,119,True,,,,,,,,,5gr marijuana buds -indica- (high quality) (KLADI NA MAGNITAH)
18,21-05-2020 17:39:38,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 5g.,True,1,нет,Тбилиси,5 гр,0.1196,81563,31004,2770,1150,,,,,,,,,,Cocaine Pure VHQ 5g.
19,21-05-2020 17:39:38,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.1159,81563,31004,2770,1150,,,,,,,,,,VHQ BEST Cocaine 5g.
20,21-05-2020 17:39:38,Tbilisi,HWUW,opiopi,GABAGAMA 10 SHTUK,True,2,нет,Тбилиси,10 гр,0.0014,1064,404,36,15,,,,,,,,,,GABAGAMA 10 SHTUK
21,21-05-2020 17:39:38,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,1,нет,Тбилиси,10 гр,0.0454,31916,12132,1084,450,,,,,,,,,,Gashish Evro 10gr
22,21-05-2020 17:39:38,Tbilisi,PTO3,MeDuZa777,"Отсев шышек от AKA-47, GAGARINA и BANANA KUSHA с листьями 15г",True,6,нет,Тбилиси,15 гр,0.0156,10639,4044,361,150,,,,,,,,,,"Otsev shyshek ot AKA-47, GAGARINA i BANANA KUSHA s list'jami 15g"
23,21-05-2020 17:39:38,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0775,55108,20948,1872,777,,,,,,,,,,Gashish Evro 20gr
24,21-05-2020 17:39:38,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.189,141848,53920,4817,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
25,21-05-2020 17:39:38,Tbilisi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,9,Тбилиси,0.2 гр,0.0103,7002,2664,237,,,,,90,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
26,21-05-2020 17:39:38,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0166,11348,4314,385,160,,,,,,,,,,"""Kief"" Weed trichomes 1G"
27,21-05-2020 17:39:38,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.0387,26171,9948,889,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
28,21-05-2020 17:39:38,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0608,41065,15610,1395,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
29,21-05-2020 17:39:38,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0416,28370,10784,963,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,21-05-2020 17:39:38,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,1,2,Тбилиси,4 гр,0.0146,9929,3774,337,140,True,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
31,21-05-2020 17:39:38,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0572,39008,14828,1325,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
32,21-05-2020 17:39:38,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0244,16667,6336,566,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
33,21-05-2020 17:39:38,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.025,17022,6470,578,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
34,21-05-2020 17:40:12,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0238,16313,6201,554,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
35,21-05-2020 17:40:12,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,2,Тбилиси,5 гр,0.0165,11277,4287,383,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,21-05-2020 17:40:12,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0248,17022,6470,578,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
37,21-05-2020 17:40:12,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0248,17022,6470,578,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,21-05-2020 17:40:12,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0238,16313,6201,554,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,21-05-2020 17:40:12,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0206,15532,5904,528,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,21-05-2020 17:40:12,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0243,16667,6336,566,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
41,21-05-2020 17:40:12,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0166,11348,4314,385,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
42,21-05-2020 17:40:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2521,190000,87429,6331,,,,,,,,,,,reagent 25i nbome. 5gr
43,21-05-2020 17:40:12,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2823,212772,80880,7226,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1002,68016,25855,2310,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0199,13476,5122,458,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,4,Тбилиси,5 гр,0.0511,34682,13183,1178,489,,,,,,,,,,💘✨5g. MDMA ✨💘
47,21-05-2020 17:40:12,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0931,63832,24264,2168,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,21-05-2020 17:40:12,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0414,28370,10784,963,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
49,21-05-2020 17:40:12,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0724,49647,18872,1686,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,21-05-2020 17:40:12,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0435,29788,11323,1012,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,21-05-2020 17:40:12,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0104,7092,2696,241,100,,,,,,,,,,10G Hybrid Marijuana Leafs
52,21-05-2020 17:40:12,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0828,56739,21568,1927,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
53,21-05-2020 17:40:12,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.03,20568,7818,699,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
54,21-05-2020 17:40:12,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2303,157806,59986,5359,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
55,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.163,110571,42031,3755,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
56,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0386,26171,9948,889,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
57,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0329,22341,8492,759,315,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
58,21-05-2020 17:40:12,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5227,354620,134800,12044,5000,,,,,,,,,,METADON - 20 G.
59,21-05-2020 17:40:12,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0626,42483,16149,1443,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
60,21-05-2020 17:40:12,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1138,78016,29656,2650,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
61,21-05-2020 17:40:12,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2484,170218,64704,5781,2400,,,,,,,,,,100 gr marijuana buds
62,21-05-2020 17:40:12,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.207,141848,53920,4817,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
63,21-05-2020 17:40:12,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2587,177310,67400,6022,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
64,21-05-2020 17:40:12,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6106,418452,159064,14211,5900,,,,,,,,,,180 gr marihuana persoalno
65,21-05-2020 17:40:12,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4761,326250,124016,11080,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
66,21-05-2020 17:40:12,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7762,531930,202200,18065,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
67,21-05-2020 17:40:12,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8797,602854,229160,20474,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
68,21-05-2020 17:40:12,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0188,14185,5392,482,200,,,,,,,,,,KURYER..500RUB.+BONUS
69,21-05-2020 17:40:45,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0189,14185,5392,482,200,,,,,,,,,,KURYER..500RUB.+BONUS
70,21-05-2020 17:40:45,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0416,28370,10784,963,400,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
71,21-05-2020 17:40:45,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0208,14185,5392,482,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
72,21-05-2020 17:40:45,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.026,17731,6740,602,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
73,21-05-2020 17:40:45,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5737,1063860,404400,36131,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
74,21-05-2020 17:42:36,Batumi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 0.5 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,9,нет,Батуми,0.5 гр,0.0062,4255,1618,145,60,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 0.5 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
75,21-05-2020 17:42:36,Batumi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 1 g !!! SALE!!! !!! БАТУМИ !!! BTC SALE 5%!!!,,1,нет,Батуми,1 гр,0.0108,7447,2831,253,105,,,,,,,True,,,GAShISh tverdyj!!! Hash!!!! 1 g !!! SALE!!! !!! BATUMI !!! BTC SALE 5%!!!
76,21-05-2020 17:42:36,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2287,156033,59312,5299,2200,,,,,,,True,,,[100g] SPAIN HASH
77,21-05-2020 17:42:36,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0038,2567,977,87,,,,,33,,,True,,,Batumi n-booom 2 shtuki
78,21-05-2020 17:42:36,Batumi,A3I9,Joookerrr,MDMA !! 3 грамма,,нет,2,Батуми,3 гр,0.0416,28370,10784,963,400,,,,,,,True,,,MDMA !! 3 gramma
79,21-05-2020 17:42:36,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1656,112990,51992,3765,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
80,21-05-2020 17:42:36,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2622,178900,82321,5961,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
81,21-05-2020 17:42:36,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0095,7092,2696,241,100,,,,,,,True,,,kur'er v Batumi
82,21-05-2020 17:42:36,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0236,17731,6740,602,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
83,21-05-2020 17:42:36,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0236,17731,6740,602,250,,,,,,,True,,,Ischu kur'era v Gruzii!
84,21-05-2020 17:42:36,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5737,1063860,404400,36131,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
85,21-05-2020 17:42:36,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.052,35462,13480,1204,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
86,21-05-2020 17:43:49,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.05,34398,13076,1168,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,21-05-2020 17:43:49,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0381,26242,9975,891,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
88,21-05-2020 17:43:49,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0208,14185,5392,482,200,,,,,,,,,True,Rabota na marki (kur'er)
