,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,€,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,13-02-2020 10:31:55,Tbilisi,7R3WM,RastaShop,0.5 gr. Blue Berry Kush 100% IMPORT/ Indica,,4,нет,Тбилиси,0.5 гр,0.0027,1828,715,64,29,,,,True,,,,,,,,0.5 gr. Blue Berry Kush 100% IMPORT/ Indica
11,13-02-2020 10:31:55,Tbilisi,5JG6,BenderMan,"Cocaine, 0.5 g",True,7,нет,Тбилиси,0.5 гр,0.0103,6935,2710,241,110,,,,,,,,,,,,"Cocaine, 0.5 g"
12,13-02-2020 10:31:55,Tbilisi,NLKH,STARS,"H i B R i D 0.5г. Три вадном ----> amnezia , tutanhamon, jackherer )",,1,нет,Тбилиси,0.5 гр,0.0042,2837,1109,99,45,,,,,True,,,,,,,"H i B R i D 0.5g. Tri vadnom ----> amnezia , tutanhamon, jackherer )"
13,13-02-2020 10:31:55,Tbilisi,5JG6,BenderMan,Ketamine 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0056,3783,1478,132,60,,,,,,,,,,,,Ketamine 0.5g
14,13-02-2020 10:31:55,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,4,нет,Тбилиси,0.5 гр,0.0254,18914,7392,658,300,,,,,,,,,,,,Metadon VHQ 0.5 24/7
15,13-02-2020 10:31:55,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",True,2,нет,Тбилиси,0.5 гр,0.0093,6242,2439,217,99,,,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
16,13-02-2020 10:31:55,Tbilisi,1IZXK,BadboysTbl,Метадон 0.6гр,True,2,нет,Тбилиси,0.6 гр,0.0254,18914,7392,658,300,,,,,,,,,,,,Metadon 0.6gr
17,13-02-2020 10:31:55,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,4,нет,Тбилиси,0.8 гр,0.0112,7566,2957,263,120,,,,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
18,13-02-2020 10:31:55,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,16,нет,Тбилиси,1 гр,0.0038,2837,1109,99,45,,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
19,13-02-2020 10:31:55,Tbilisi,SF03,CRAZYFROG,1 gr Шишки “OG KUSH VHQ”,True,5,нет,Тбилиси,1 гр,0.0047,3152,1232,110,50,,,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
20,13-02-2020 10:31:55,Tbilisi,7R3WM,RastaShop,1 gr. Blue Berry Kush 100% Natural/Indika/ Import,,4,нет,Тбилиси,1 гр,0.0042,2837,1109,99,45,,,,True,,,,,,,,1 gr. Blue Berry Kush 100% Natural/Indika/ Import
21,13-02-2020 10:31:55,Tbilisi,LYHBG,Playboy,1g MDMA - !!!NEW!!! - Purity 93%,True,7,нет,Тбилиси,1 гр,0.0103,6872,2686,239,109,,,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
22,13-02-2020 10:31:55,Tbilisi,03F3,geoshop,2 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,5,нет,Тбилиси,1 гр,0.0075,5044,1971,175,80,,,,,,,,,,,,2 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
23,13-02-2020 10:31:55,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,8,нет,Тбилиси,1 гр,0.0207,13870,5421,482,220,,,,,,,,,,,,"Cocaine, 1g"
24,13-02-2020 10:31:55,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0094,6305,2464,219,100,,,,,,,,,,,,Ketamine 1g
25,13-02-2020 10:31:55,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,1,нет,Тбилиси,1 гр,0.0084,5611,2193,195,89,,,,,,,,,,,,Ketamine 1g.
26,13-02-2020 10:31:55,Tbilisi,X4ZM,ZYX,Maserati (ecstasy) 1шт,True,2,нет,Тбилиси,1 гр,0.0042,2837,1109,99,45,,,,,,,,,,,,Maserati (ecstasy) 1sht
27,13-02-2020 10:31:55,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,4,нет,Тбилиси,1 гр,0.0424,31524,12320,1096,500,,,,,,,,,,,,Metadon VHQ 1 24/7
28,13-02-2020 10:31:55,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.0178,11916,4657,414,189,,,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
29,13-02-2020 10:31:55,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,True,12,нет,Тбилиси,1 гр,0.011,8196,3203,285,130,,,,,,,,,,,,NZT-52 mind storm limited 1g muka
30,13-02-2020 10:31:55,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,5,нет,Тбилиси,1 гр,0.0134,9457,3696,329,150,,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
31,13-02-2020 10:31:55,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0174,11916,4657,414,189,,,,,,,,,,,,Kokain HQ 1g.
32,13-02-2020 10:32:39,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0186,12546,4903,436,199,,,,,,True,,,,,,Kokain KOLUMBIA 1g
33,13-02-2020 10:32:39,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0403,28371,11088,986,450,,,,,,,,,,,,Metadon 1gr
34,13-02-2020 10:32:39,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0373,25219,9856,877,400,,,,,,,,,,,,"Metadon, 1gr"
35,13-02-2020 10:32:39,Tbilisi,03F3,geoshop,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,10,нет,Тбилиси,1.2 гр,0.0112,7566,2957,263,120,,,,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
36,13-02-2020 10:32:39,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.0068,4815,1882,167,,,,70,,,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
37,13-02-2020 10:32:39,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,2 гр,0.0066,4413,1725,153,70,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
38,13-02-2020 10:32:39,Tbilisi,0WE,Khachapuri,2гр ГАШИШ,True,1,нет,Тбилиси,2 гр,0.0098,6935,2710,241,110,,,,,,,,,,,,2gr GAShISh
39,13-02-2020 10:32:39,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0352,24273,9486,844,385,,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
40,13-02-2020 10:32:39,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.0066,4413,1725,153,70,,,,,,,,,,,,"LSD - 250 ug, 2 pieces"
41,13-02-2020 10:32:39,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0195,14501,5667,504,230,,,,,,,,,,,,NZT-52 mind storm limited 2g muka
42,13-02-2020 10:32:39,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0339,23895,9339,831,379,,,,,,,,,,,,Kokain HQ 2g.
43,13-02-2020 10:32:39,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0372,25156,9831,875,399,,,,,,True,,,,,,Kokain KOLUMBIA 2g
44,13-02-2020 10:32:39,Tbilisi,C7LQ,Scandal,"3 Grm Mdma , Purity A +++",True,3,нет,Тбилиси,3 гр,0.0186,13870,5421,482,220,,,,,,,,,,,,"3 Grm Mdma , Purity A +++"
45,13-02-2020 10:32:39,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0099,6620,2587,230,105,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
46,13-02-2020 10:32:39,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.028,20806,8131,723,330,,,,,,,,,,,,NZT-52 mind storm limited 3g muka
47,13-02-2020 10:32:39,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.0093,6242,2439,217,99,,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
48,13-02-2020 10:32:39,Tbilisi,UJP9,420Inc,"VHQ Cx Columbia Import 3+0.3G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,3.3 гр,0.0381,28371,11088,986,450,,,,,,,,,,,,"VHQ Cx Columbia Import 3+0.3G High Quality ""Btc -10% Sale"""
49,13-02-2020 10:32:39,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.015,10024,3918,349,159,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
50,13-02-2020 10:32:39,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0146,9772,3819,340,155,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
51,13-02-2020 10:32:39,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,1,нет,Тбилиси,5 гр,0.0821,61080,23878,2124,,,,888,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
52,13-02-2020 10:32:39,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0271,20175,7885,701,320,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
53,13-02-2020 10:32:39,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.08,53590,20944,1863,850,,,,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
54,13-02-2020 10:32:39,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.015,10024,3918,349,159,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
55,13-02-2020 10:32:39,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0145,9709,3795,338,154,,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
56,13-02-2020 10:32:39,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.0728,54157,21166,1883,859,,,,,,,,,,,,VHQ BEST Cocaine 5g.
57,13-02-2020 10:32:39,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,2,нет,Тбилиси,5 гр,0.0188,13240,5174,460,210,,,,,,,,,,,,gashish evro 5g
58,13-02-2020 10:32:39,Tbilisi,UJP9,420Inc,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,6 гр,0.0731,50438,19712,1754,800,,,,,,,,,,,,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale"""
59,13-02-2020 10:32:39,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0358,25219,9856,877,400,,,,,,,,,,,,gashish evro 10g
60,13-02-2020 10:32:39,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,23,нет,Тбилиси,10 гр,0.0085,6305,2464,219,100,,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
61,13-02-2020 10:32:39,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.0856,114595,44799,3986,,,,1666,,,,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
62,13-02-2020 10:32:39,Tbilisi,V8EPD,GREENWEED,шишки 11гр. (лсд феминиз),True,1,1,Тбилиси,11 гр,0.0144,10718,4189,373,170,,,,,,,,,,,,shishki 11gr. (lsd feminiz)
63,13-02-2020 10:32:39,Tbilisi,ITJ,seazon,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.0056,4161,1626,145,66,,,,,,,,,,,,weed leaves 13gr +
64,13-02-2020 10:32:39,Tbilisi,ITJ,seazon,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.0116,8637,3376,300,137,,,,,,,,,,,,georgian weed 15 gr salee !!!
65,13-02-2020 10:32:39,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0695,48988,19145,1703,777,,,,,,,,,,,,Gashish Evro 20gr
66,13-02-2020 10:32:39,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,2,нет,Тбилиси,22 гр,0.1426,191014,74674,6643,,,,2777,,,,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
67,13-02-2020 10:32:39,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0235,15762,6160,548,250,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
68,13-02-2020 10:33:30,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,1,5,Тбилиси,0.35 гр,0.033,22066,8624,767,350,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
69,13-02-2020 10:33:30,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 1g Promotion -5% for Bitcoin,True,нет,5,Тбилиси,1 гр,0.0068,4792,1873,167,76,,,,,,,,,,,,Hashish Ice-o-lator 1g Promotion -5% for Bitcoin
70,13-02-2020 10:33:30,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0565,37828,14784,1315,600,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
71,13-02-2020 10:33:30,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0205,13870,5421,482,220,,,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
72,13-02-2020 10:33:30,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0373,25219,9856,877,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
73,13-02-2020 10:33:30,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0224,15131,5914,526,240,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
74,13-02-2020 10:33:30,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0233,15762,6160,548,250,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
75,13-02-2020 10:33:30,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1271,94571,36960,3288,1500,,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
76,13-02-2020 10:33:30,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0233,15762,6160,548,250,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
77,13-02-2020 10:33:30,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0233,15762,6160,548,250,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
78,13-02-2020 10:33:30,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,3,Тбилиси,5 гр,0.0186,12546,4903,436,199,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
79,13-02-2020 10:33:30,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0233,15762,6160,548,250,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
80,13-02-2020 10:33:30,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0186,13807,5396,480,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
81,13-02-2020 10:33:30,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0177,13177,5150,458,209,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
82,13-02-2020 10:33:30,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0177,13177,5150,458,209,,,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
83,13-02-2020 10:33:30,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0177,13177,5150,458,209,,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
84,13-02-2020 10:33:30,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0233,15762,6160,548,250,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
85,13-02-2020 10:33:30,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0169,12609,4928,438,200,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
86,13-02-2020 10:33:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1882,140000,64421,4872,,,,,,,,,,,,,reagent 25i nbome. 5gr
87,13-02-2020 10:33:30,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2542,189141,73920,6576,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
88,13-02-2020 10:33:30,Tbilisi,9VLN,AlienShop,💊💊5. ecstasy Tekashi69💊💊,True,нет,1,Тбилиси,5 гр,0.0174,11664,4558,406,185,,,,,,,,,,,,💊💊5. ecstasy Tekashi69💊💊
89,13-02-2020 10:33:30,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.046,30830,12049,1072,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
90,13-02-2020 10:33:30,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0169,11348,4435,395,180,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
91,13-02-2020 10:33:30,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0372,25156,9831,875,399,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
92,13-02-2020 10:33:30,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1695,126094,49280,4384,2000,,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
93,13-02-2020 10:33:30,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0746,50438,19712,1754,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
94,13-02-2020 10:33:30,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0338,25156,9831,875,399,,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
95,13-02-2020 10:33:30,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2074,140280,54824,4877,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
96,13-02-2020 10:33:30,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0761,50942,19909,1771,808,,,,,,,,,,,,💘✨10gram MDMA ✨💘
97,13-02-2020 10:33:30,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0282,18851,7367,655,299,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
98,13-02-2020 10:33:30,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0424,28371,11088,986,450,,,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
99,13-02-2020 10:33:30,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2796,208055,81312,7233,3300,,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
100,13-02-2020 10:34:19,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0537,37828,14784,1315,600,,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
101,13-02-2020 10:34:19,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1017,75656,29568,2630,1200,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
102,13-02-2020 10:34:19,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0805,56742,22176,1973,900,,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
103,13-02-2020 10:34:19,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0886,59895,23408,2082,950,,,,,,,,,,,,Hybrid Skunk! 50 gr
