,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Nadzaladevi,Varketili,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,13-04-2020 12:51:24,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,4,нет,Тбилиси,1 гр,0.0258,14308,5306,480,194,,,,,,,,,,,,,Cocaine Pure VHQ 1g
11,13-04-2020 12:51:24,Tbilisi,V4T,COCAcoLA,HEROINE-999 1 гр из авганистана! скидка при покупке BTC,,5,нет,Тбилиси,1 гр,0.0831,44251,16410,1485,600,True,,,,,,,,,,,,HEROINE-999 1 gr iz avganistana! skidka pri pokupke BTC
12,13-04-2020 12:51:24,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 1 штука!!!!,True,23,нет,Тбилиси,1 гр,0.0025,1453,539,49,,,True,18,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 1 shtuka!!!!
13,13-04-2020 12:51:24,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,2,нет,Тбилиси,1 гр,0.0259,13939,5169,468,189,,,,,,,,,,,,,Kokain HQ 1g.
14,13-04-2020 12:51:24,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1133,66376,24615,2228,900,,,,,,,,,,,,,Metadon 1gr
15,13-04-2020 12:51:24,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,3,нет,Тбилиси,1 гр,0.0025,1475,547,50,20,,,,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
16,13-04-2020 12:51:24,Tbilisi,9VLN,AlienShop,☃️❄1g. New COCAINE!!❄☃️,True,2,нет,Тбилиси,1 гр,0.0264,13939,5169,468,189,,,,,,,,,,,,,☃️❄1g. New COCAINE!!❄☃️
17,13-04-2020 12:51:24,Tbilisi,LGRP8,Walker12,19% ТГК Шишки Northern Lights 1.1г Скидка 3% через БИТКОИН,,6,нет,Тбилиси,1.1 гр,0.0061,3319,1231,111,45,,,,True,True,,,,,,,,19% TGK Shishki Northern Lights 1.1g Skidka 3% cherez BITKOIN
18,13-04-2020 12:51:24,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,True,6,нет,Тбилиси,2 гр,0.0104,5531,2051,186,75,,,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
19,13-04-2020 12:51:24,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,6,нет,Тбилиси,2 гр,0.0126,7375,2735,248,100,,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
20,13-04-2020 12:51:24,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,True,6,нет,Тбилиси,2 гр,0.0096,5089,1887,171,69,,,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
21,13-04-2020 12:51:24,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds. Indica,,5,нет,Тбилиси,2 гр,0.0119,6269,2325,210,85,,True,,,,,,,,,,,2g super Skunk top class buds. Indica
22,13-04-2020 12:51:24,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,2 гр,0.0098,5163,1915,173,70,,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
23,13-04-2020 12:51:24,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,4,нет,Тбилиси,2 гр,0.0132,7006,2598,235,95,,,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
24,13-04-2020 12:51:24,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,2,нет,Тбилиси,2 гр,0.0504,27952,10366,938,379,,,,,,,,,,,,,Kokain HQ 2g.
25,13-04-2020 12:51:24,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,2 гр,0.0044,2581,957,87,35,,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
26,13-04-2020 12:51:24,Tbilisi,P5MBO,ToppoT,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨,,4,нет,Тбилиси,2 гр,0.0118,6269,2325,210,85,,,,,,True,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨
27,13-04-2020 12:51:24,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds. Indica,,1,нет,Тбилиси,3 гр,0.0171,8998,3337,302,122,,True,,,,,,,,,,,3g superskunk top class buds. Indica
28,13-04-2020 12:51:24,Tbilisi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки!!!,True,1,нет,Тбилиси,4 гр,0.0083,4844,1797,162,,,,60,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki!!!
29,13-04-2020 12:51:24,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0277,14603,5415,490,198,,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
30,13-04-2020 12:51:24,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0278,14677,5443,493,199,,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
31,13-04-2020 12:51:24,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0425,23600,8752,792,320,,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
32,13-04-2020 12:51:24,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0411,22125,8205,743,300,,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
33,13-04-2020 12:51:24,Tbilisi,8B31,GEOWEEDSHOP,5gr marijuana buds -indica- (hight quality),True,3,нет,Тбилиси,5 гр,0.0186,9883,3665,332,134,,,,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
34,13-04-2020 12:51:24,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0245,12907,4786,433,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
35,13-04-2020 12:52:18,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0245,12907,4786,433,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
36,13-04-2020 12:52:18,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 5g.,True,1,нет,Тбилиси,5 гр,0.1083,63426,23521,2129,860,,,,,,,,,,,,,Cocaine Pure VHQ 5g.
37,13-04-2020 12:52:18,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,1,нет,Тбилиси,5 гр,0.0277,14603,5415,490,198,,,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
38,13-04-2020 12:52:18,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0272,14308,5306,480,194,,,,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
39,13-04-2020 12:52:18,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 5 штук!!!,True,2,нет,Тбилиси,5 гр,0.0097,5652,2097,189,,,,70,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 5 shtuk!!!
40,13-04-2020 12:52:18,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,5 гр,0.0069,4056,1504,136,55,,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
41,13-04-2020 12:52:18,Tbilisi,5ZOKU,AGROHUUB,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0553,29427,10913,988,399,,,,,,,True,,,,,,"10g. Shishki Amnesia Haze, Sativa"
42,13-04-2020 12:52:18,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0506,26919,9983,903,365,,,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
43,13-04-2020 12:52:18,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0107,6269,2325,210,85,,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
44,13-04-2020 12:52:18,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0532,29501,10940,990,400,,,,,,,,,,,,,gashish evro 10g
45,13-04-2020 12:52:18,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.1033,57305,21251,1923,777,,,,,,,,,,,,,Gashish Evro 20gr
46,13-04-2020 12:52:18,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2519,147503,54700,4950,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
47,13-04-2020 12:52:18,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.27 G.,True,нет,8,Тбилиси,0.27 гр,0.0318,16742,6208,562,227,,,,,,,,,,,,,METADON - 0.27 G.
48,13-04-2020 12:52:18,Tbilisi,U26MW,Skyhigh,"VHQ Cocaine Medelins Cartel 0,5 g SALE",,нет,3,Тбилиси,0.5 гр,0.0115,6121,2270,205,83,True,,,,,,,,,,,,"VHQ Cocaine Medelins Cartel 0,5 g SALE"
49,13-04-2020 12:52:18,Tbilisi,U26MW,Skyhigh,1 штука Ecstasy grey duracell 240 mg NEW!,,нет,4,Тбилиси,1 гр,0.0051,2729,1012,92,37,True,,,,,,,,,,,,1 shtuka Ecstasy grey duracell 240 mg NEW!
50,13-04-2020 12:52:18,Tbilisi,U26MW,Skyhigh,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE,,нет,5,Тбилиси,1 гр,0.0072,3835,1422,129,52,True,,,,,,,,,,,,Candy FliP 1 piece 25i-NBOME 3mg + 1 piece ecstasy grey duracell 240mg SALE
51,13-04-2020 12:52:18,Tbilisi,Z5UFK,Vein,Cocaine Fishscale! Limited Quantity 1g. акция -20% при оплате бтк!!!,True,5,10,Тбилиси,1 гр,0.0409,26919,9983,903,365,,,,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -20% pri oplate btk!!!
52,13-04-2020 12:52:18,Tbilisi,U26MW,Skyhigh,Ketamine 0.5 + MDMA 0.5 Combo,,нет,1,Тбилиси,1 гр,0.0201,10694,3966,359,145,True,,,,,,,,,,,,Ketamine 0.5 + MDMA 0.5 Combo
53,13-04-2020 12:52:18,Tbilisi,A3I9,Joookerrr,Бупренорфин!!! Аналог суботекса!!! 1.5 грамма (порошок),True,нет,1,Тбилиси,1.5 гр,0.0207,12110,4493,406,,,,150,,,,,,,,,,Buprenorfin!!! Analog suboteksa!!! 1.5 gramma (poroshok)
54,13-04-2020 12:52:18,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,2,Тбилиси,2 гр,0.0516,27214,10092,913,369,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
55,13-04-2020 12:52:18,Tbilisi,F1CR,PvPalpha,Ск синий крис очень сильный 3гр,,нет,2,Тбилиси,3 гр,0.0416,24338,9026,817,330,True,,,,,,,,,,,,Sk sinij kris ochen' sil'nyj 3gr
56,13-04-2020 12:52:18,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0826,43513,16137,1460,590,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
57,13-04-2020 12:52:18,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0554,29501,10940,990,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
58,13-04-2020 12:52:18,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,3,Тбилиси,5 гр,0.0222,11800,4376,396,160,,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
59,13-04-2020 12:52:18,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0762,40563,15043,1361,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
60,13-04-2020 12:52:18,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0236,12538,4650,421,170,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
61,13-04-2020 12:52:18,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0276,14677,5443,493,199,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
62,13-04-2020 12:52:18,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0276,14677,5443,493,199,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,13-04-2020 12:52:18,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0276,16152,5990,542,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,13-04-2020 12:52:18,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0276,14677,5443,493,199,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
65,13-04-2020 12:52:18,Tbilisi,A3I9,Joookerrr,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0483,28258,10483,947,,,,350,,,,,,,,,,MDMA 5 gr!!!
66,13-04-2020 12:52:18,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3245,190000,87429,6379,,,,,,,,,,,,,,reagent 25i nbome. 5gr
67,13-04-2020 12:52:18,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3779,221255,82050,7426,3000,,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
68,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0266,14013,5197,470,190,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
69,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0684,36064,13374,1210,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
70,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0264,13939,5169,468,189,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
71,13-04-2020 12:52:57,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1247,66376,24615,2228,900,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
72,13-04-2020 12:52:57,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.097,51626,19145,1733,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
73,13-04-2020 12:52:57,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0443,23600,8752,792,320,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
74,13-04-2020 12:52:57,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1108,59001,21880,1980,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
75,13-04-2020 12:52:57,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3082,164097,60854,5507,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,13-04-2020 12:52:57,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,3,3,Тбилиси,10 гр,0.0138,8074,2995,271,,,,100,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
77,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,7,Тбилиси,10 гр,0.2027,106866,39630,3587,1449,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
78,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0516,27214,10092,913,369,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
79,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0418,22052,8178,740,299,,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
80,13-04-2020 12:52:57,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,1,7,Тбилиси,20 гр,0.0561,29869,11077,1002,405,True,,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
81,13-04-2020 12:52:57,Tbilisi,Z5UFK,Vein,Cocaine Fishscale 20g,True,нет,1,Тбилиси,20 гр,0.4542,241831,89681,8116,3279,,,,,,,,,,,,,Cocaine Fishscale 20g
82,13-04-2020 12:52:57,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0838,44177,16383,1483,599,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
83,13-04-2020 12:52:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1524,81127,30085,2723,1100,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
84,13-04-2020 12:52:57,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3324,177004,65640,5940,2400,,,,,,,,,,,,,100 gr marijuana buds
85,13-04-2020 12:52:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.277,147503,54700,4950,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
86,13-04-2020 12:52:57,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2798,147503,54700,4950,2000,,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
87,13-04-2020 12:52:57,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3463,184379,68375,6188,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
88,13-04-2020 12:52:57,Tbilisi,8B31,GEOWEEDSHOP,200gr Georgian indica dominant buds. WHOLESALE PRICE!,True,нет,2,Тбилиси,200 гр,0.4363,232317,86153,7797,3150,,,,,,,,,,,,,200gr Georgian indica dominant buds. WHOLESALE PRICE!
89,13-04-2020 12:52:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6371,339257,125810,11386,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
90,13-04-2020 12:52:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0388,553136,205125,18564,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
91,13-04-2020 12:52:57,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1773,626888,232475,21039,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
92,13-04-2020 12:52:57,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0252,14750,5470,495,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
93,13-04-2020 12:52:57,Tbilisi,U26MW,Skyhigh,Ищу Курьер с минимальним залогом только марихуана,True,1,нет,Тбилиси,1 гр,0.0166,8850,3282,297,120,,,,,,,,,,,,,Ischu Kur'er s minimal'nim zalogom tol'ko marihuana
94,13-04-2020 12:52:57,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0277,14750,5470,495,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
95,13-04-2020 12:52:57,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0346,18438,6838,619,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
96,13-04-2020 12:52:57,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0965,1106273,410250,37128,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
97,13-04-2020 12:54:00,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3047,162253,60170,5445,2200,,,,,,,,,,True,,,[100g] SPAIN HASH
98,13-04-2020 12:54:00,Batumi,F1CR,PvPalpha,Ск синий крис очень сильный 3гр,,нет,3,Батуми,3 гр,0.0416,24338,9026,817,330,,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
99,13-04-2020 12:54:00,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2798,147503,54700,4950,2000,,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
100,13-04-2020 12:54:00,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,7375,2735,248,100,,,,,,,,,,True,,,kur'er v Batumi
101,13-04-2020 12:54:00,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0315,18438,6838,619,250,,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
102,13-04-2020 12:54:00,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0315,18438,6838,619,250,,,,,,,,,,True,,,Ischu kur'era v Gruzii!
