,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Nadzaladevi,Vake,Gldani,Didube,Old Tbilisi (Старый город),€,Авлобари,Центр,Батуми,Кутаиси,desc_en
35,03-04-2020 18:49:16,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0514,28372,10092,945,365,,,,,True,,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
36,03-04-2020 18:49:16,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0376,20755,7383,691,267,True,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
37,03-04-2020 18:49:16,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),,3,3,Тбилиси,10 гр,0.0141,8574,2986,283,,True,,,,,True,100,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
38,03-04-2020 18:49:16,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.054,31093,11060,1036,400,True,,,,,,,,,,,gashish evro 10g
39,03-04-2020 18:49:16,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.1049,60398,21484,2012,777,True,,,,,,,,,,,Gashish Evro 20gr
40,03-04-2020 18:49:16,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2559,155465,55300,5179,2000,True,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
41,03-04-2020 18:49:16,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 0.25 G.,,нет,15,Тбилиси,0.25 гр,0.0355,19433,6913,647,250,True,,,,,,,,,,,METADON - 0.25 G.
42,03-04-2020 18:49:16,Tbilisi,A3I9,Joookerrr,MDMA 1 гр,,нет,2,Тбилиси,1 гр,0.0141,8574,2986,283,,True,,,,,,100,,,,,MDMA 1 gr
43,03-04-2020 18:49:16,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.5 G (SALE),,нет,15,Тбилиси,1.5 гр,0.1066,58299,20738,1942,750,True,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.5 G (SALE)
44,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,2,Тбилиси,2 гр,0.0284,15547,5530,518,200,True,,,,,,,,,,,✨✨2gram. MDMA✨✨
45,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,3,Тбилиси,2 гр,0.0524,28683,10203,955,369,True,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
46,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0839,45862,16314,1528,590,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
47,03-04-2020 18:49:16,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0563,31093,11060,1036,400,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,03-04-2020 18:49:16,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,,нет,4,Тбилиси,5 гр,0.0225,12437,4424,414,160,True,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
49,03-04-2020 18:49:16,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0774,42753,15208,1424,550,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,03-04-2020 18:49:16,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,1,Тбилиси,5 гр,0.0238,13137,4673,438,169,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,03-04-2020 18:49:16,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,8,Тбилиси,5 гр,0.0239,13215,4701,440,170,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,03-04-2020 18:49:16,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.028,15469,5502,515,199,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,03-04-2020 18:49:16,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.028,15469,5502,515,199,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,03-04-2020 18:49:16,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.028,17023,6055,567,219,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,03-04-2020 18:49:16,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0426,23320,8295,777,300,True,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
56,03-04-2020 18:49:16,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 5 G.,,нет,15,Тбилиси,5 гр,0.2132,116599,41475,3884,1500,True,,,,,,,,,,,METADON - 5 G.
57,03-04-2020 18:49:16,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,7,Тбилиси,5 гр,0.028,15469,5502,515,199,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
58,03-04-2020 18:49:16,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,12,Тбилиси,5 гр,0.0256,15547,5530,518,200,True,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
59,03-04-2020 18:49:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3127,190000,87429,6308,,True,,,,,,,,,,,reagent 25i nbome. 5gr
60,03-04-2020 18:49:16,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3838,233198,82950,7768,3000,,,,,,True,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,2,Тбилиси,5 гр,0.1235,67550,24028,2250,869,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
62,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,5,Тбилиси,5 гр,0.027,14769,5254,492,190,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
63,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0695,38011,13521,1266,489,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
64,03-04-2020 18:49:16,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,5,Тбилиси,5 гр,0.0269,14691,5226,489,189,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
65,03-04-2020 18:49:16,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1267,69959,24885,2330,900,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
66,03-04-2020 18:49:41,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,6,Тбилиси,10 гр,0.045,24874,8848,829,320,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
67,03-04-2020 18:49:41,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1124,62186,22120,2071,800,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
68,03-04-2020 18:49:41,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3126,172955,61521,5761,2225,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
69,03-04-2020 18:49:41,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,8,Тбилиси,10 гр,0.2056,112634,40065,3752,1449,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
70,03-04-2020 18:49:41,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0524,28683,10203,955,369,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
71,03-04-2020 18:49:41,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,2,Тбилиси,10 гр,0.0424,23242,8267,774,299,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
72,03-04-2020 18:49:41,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,нет,8,Тбилиси,20 гр,0.0701,38789,13797,1292,499,True,,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
73,03-04-2020 18:49:41,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.085,46562,16562,1551,599,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
74,03-04-2020 18:49:41,Tbilisi,8B31,GEOWEEDSHOP,50gr Georgian Indica dominant buds. The Best PRICE,True,нет,13,Тбилиси,50 гр,0.1403,77655,27622,2587,999,True,,,,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
75,03-04-2020 18:49:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,,нет,1,Тбилиси,50 гр,0.1545,85506,30415,2848,1100,True,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
76,03-04-2020 18:49:41,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.3372,186558,66360,6214,2400,True,,,,,,,,,,,100 gr marijuana buds
77,03-04-2020 18:49:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.281,155465,55300,5179,2000,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
78,03-04-2020 18:49:41,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.2838,155465,55300,5179,2000,True,,,,,,,,,,,SUBOXIN - HQ - 100 G.
79,03-04-2020 18:49:41,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.3512,194331,69125,6473,2500,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
80,03-04-2020 18:49:41,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2128,116599,41475,3884,1500,True,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
81,03-04-2020 18:49:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.6462,357570,127190,11911,4600,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
82,03-04-2020 18:49:41,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.0536,582994,207375,19420,7500,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
83,03-04-2020 18:49:41,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.1941,660726,235025,22009,8500,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
84,03-04-2020 18:49:41,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0255,15547,5530,518,200,True,,,,,,,,,,,KURYER..500RUB.+BONUS
85,03-04-2020 18:49:41,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",,1,нет,Тбилиси,1 гр,0.0211,11660,4148,388,150,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
86,03-04-2020 18:49:41,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0281,15547,5530,518,200,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
87,03-04-2020 18:49:41,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0351,19433,6913,647,250,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
88,03-04-2020 18:49:41,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.1263,1165988,414750,38840,15000,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
89,03-04-2020 18:50:52,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,2,нет,Батуми,0.5 гр,0.0078,4275,1521,142,55,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
90,03-04-2020 18:50:52,Batumi,XHR,420Factory,Power Africa 1g,,1,нет,Батуми,1 гр,0.0064,3887,1383,129,50,,,,,,,,,,True,,Power Africa 1g
91,03-04-2020 18:50:52,Batumi,V4T,COCAcoLA,mephedrone 1gr СКИДКА КАРАНТИННАЯ!!!!,,2,нет,Батуми,1 гр,0.0143,7851,2793,262,101,,,,,,,,,True,,,mephedrone 1gr SKIDKA KARANTINNAJa!!!!
92,03-04-2020 18:50:52,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,1,нет,Батуми,2 гр,0.0049,2954,1051,98,38,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
93,03-04-2020 18:50:52,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3106,171012,60830,5696,2200,,,,,,,,,,True,,[100g] SPAIN HASH
94,03-04-2020 18:50:52,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,2,13,Батуми,5 гр,0.0257,15547,5530,518,200,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
95,03-04-2020 18:50:52,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2852,155465,55300,5179,2000,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
96,03-04-2020 18:50:52,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2139,116599,41475,3884,1500,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
97,03-04-2020 18:50:52,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0128,7773,2765,259,100,,,,,,,,,,True,,kur'er v Batumi
98,03-04-2020 18:50:52,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0321,19433,6913,647,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
99,03-04-2020 18:50:52,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0321,19433,6913,647,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
100,03-04-2020 18:50:52,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0385,23320,8295,777,300,,,,,,,,,,True,,Rabota na marki (kur'er)
101,03-04-2020 18:50:52,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1367,1165988,414750,38840,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
102,03-04-2020 18:50:52,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0706,38866,13825,1295,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
