,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
14,14,18-02-2020 02:21:46,Tbilisi,4a91350669,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,2,нет,Тбилиси,1 гр,0.0091,5698,2206,198,90.0,,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
15,15,18-02-2020 02:21:46,Tbilisi,21de5577be,1 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,2,нет,Тбилиси,1 гр,0.0045,2849,1103,99,45.0,,True,,,,,,,,1 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
16,16,18-02-2020 02:21:46,Tbilisi,cb721d4bca,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,2,нет,Тбилиси,1 гр,0.0086,5381,2083,187,85.0,,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
17,17,18-02-2020 02:21:46,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,,4,нет,Тбилиси,1 гр,0.004,2596,1005,90,41.0,True,,,,,,,,,1G -- AK-47 -> Sativa
18,18,18-02-2020 02:21:46,Tbilisi,cb721d4bca,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,2,нет,Тбилиси,1 гр,0.0093,5833,2261,202,,,,85.0,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
19,19,18-02-2020 02:21:46,Tbilisi,da96c34455,ALFA PVP in City 1g,True,1,нет,Тбилиси,1 гр,0.0121,7597,2941,263,120.0,,,,,,,,,,ALFA PVP in City 1g
20,20,18-02-2020 02:21:46,Tbilisi,2fdc22f2b2,HASH Mexicana 1 g SALE -10% for bitcoin.,True,4,нет,Тбилиси,1 гр,0.0064,4460,1729,155,,,,65.0,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
21,21,18-02-2020 02:21:46,Tbilisi,8219f5e7b8,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0102,6331,2451,219,100.0,,,,,,,,,,Ketamine 1g
22,22,18-02-2020 02:21:46,Tbilisi,8219f5e7b8,"LSD - 250 ug, 1piece",True,2,нет,Тбилиси,1 гр,0.0041,2532,980,88,40.0,,,,,,,,,,"LSD - 250 ug, 1piece"
23,23,18-02-2020 02:21:46,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0458,31654,12255,1097,500.0,,,,,,,,,,Metadon VHQ 1 24/7
24,24,18-02-2020 02:21:46,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,5,нет,Тбилиси,1 гр,0.0192,11965,4632,415,189.0,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
25,25,18-02-2020 02:21:46,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,9,нет,Тбилиси,1 гр,0.0192,12598,4877,437,199.0,,,,,,,,,,VHQ BEST Cocaine 1g.
26,26,18-02-2020 02:21:46,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0169,11079,4289,384,175.0,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
27,27,18-02-2020 02:21:46,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,2,нет,Тбилиси,1 гр,0.0188,11965,4632,415,189.0,,,,,,,,,,Kokain HQ 1g.
28,28,18-02-2020 02:21:46,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,3,нет,Тбилиси,1 гр,0.018000000000000002,11332,4387,393,179.0,,,,True,,,,,,Kokain KOLUMBIA 1g
29,29,18-02-2020 02:21:46,Tbilisi,61df6a1c90,Метадон 1гр,True,5,нет,Тбилиси,1 гр,0.0412,28489,11030,987,450.0,,,,,,,,,,Metadon 1gr
30,30,18-02-2020 02:21:46,Tbilisi,e8a987a33c,"Метадон, 1gr",True,5,нет,Тбилиси,1 гр,0.0403,25323,9804,878,400.0,,,,,,,,,,"Metadon, 1gr"
31,31,18-02-2020 02:22:44,Tbilisi,2dbb5960b9,Methadone HQ in city 1.3g,True,2,нет,Тбилиси,1.3 гр,0.0554,34820,13481,1207,550.0,,,,,,,,,,Methadone HQ in city 1.3g
32,32,18-02-2020 02:22:44,Tbilisi,366326d4d6,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,2,нет,Тбилиси,2 гр,0.008,5001,1936,173,79.0,,,,,,,,,,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
33,33,18-02-2020 02:22:44,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,6,нет,Тбилиси,2 гр,0.008,5001,1936,173,79.0,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
34,34,18-02-2020 02:22:44,Tbilisi,8ddca45a78,2g PURPLE HAZE Sativa THC 19% / BTC -10%,True,1,нет,Тбилиси,2 гр,0.0069,4748,1838,165,75.0,,,,,,,,,,2g PURPLE HAZE Sativa THC 19% / BTC -10%
35,35,18-02-2020 02:22:44,Tbilisi,7ee4f68218,2гр ГАШИШ,True,2,нет,Тбилиси,2 гр,0.0106,6964,2696,241,110.0,,,,,,,,,,2gr GAShISh
36,36,18-02-2020 02:22:44,Tbilisi,1768a14bbd,Cocaine HQ Высокое качество 2020 SALE 2гр.,True,3,нет,Тбилиси,2 гр,0.0376,23424,9069,812,370.0,,,,,,,,,,Cocaine HQ Vysokoe kachestvo 2020 SALE 2gr.
37,37,18-02-2020 02:22:44,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.035,22475,8701,779,355.0,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
38,38,18-02-2020 02:22:44,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 2G (BTC sale 10%)",,4,нет,Тбилиси,2 гр,0.0081,5571,2157,193,88.0,True,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 2G (BTC sale 10%)"
39,39,18-02-2020 02:22:44,Tbilisi,3c4662c591,KALI MIST 2G,,8,нет,Тбилиси,2 гр,0.0101,6331,2451,219,100.0,True,,,,,,,,,KALI MIST 2G
40,40,18-02-2020 02:22:44,Tbilisi,8219f5e7b8,Ketamine 2 g,True,1,нет,Тбилиси,2 гр,0.0183,11396,4412,395,180.0,,,,,,,,,,Ketamine 2 g
41,41,18-02-2020 02:22:44,Tbilisi,be97026d1d,MDMA from Europe!!! 2g BTC SALE 5%(ПОДЪЕЗД!!!),,3,нет,Тбилиси,2 гр,0.0173,11079,4289,384,175.0,,True,,,,,,,,MDMA from Europe!!! 2g BTC SALE 5%(POD'EZD!!!)
42,42,18-02-2020 02:22:44,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,9,нет,Тбилиси,2 гр,0.0201,13928,5392,483,220.0,,,,,,,,,,NZT-52 mind storm limited 2g muka
43,43,18-02-2020 02:22:44,Tbilisi,edfbad0151,Pineapple Express 2G pressed buds only (hydro),True,2,нет,Тбилиси,2 гр,0.0084,5381,2083,187,85.0,,,,,,,,,,Pineapple Express 2G pressed buds only (hydro)
44,44,18-02-2020 02:22:44,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,2,нет,Тбилиси,2 гр,0.0357,24690,9559,856,390.0,,,,,,,,,,VHQ BEST Cocaine 2g.
45,45,18-02-2020 02:22:44,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,4,нет,Тбилиси,2 гр,0.0366,23994,9289,832,379.0,,,,,,,,,,Kokain HQ 2g.
46,46,18-02-2020 02:22:44,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0351,22095,8554,766,349.0,,,,True,,,,,,Kokain KOLUMBIA 2g
47,47,18-02-2020 02:22:44,Tbilisi,366326d4d6,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,1,нет,Тбилиси,3 гр,0.0111,6901,2672,239,109.0,,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
48,48,18-02-2020 02:22:44,Tbilisi,89f7212915,3 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,5,нет,Тбилиси,3 гр,0.0114,7914,3064,274,125.0,,,,,,,,,,3 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
49,49,18-02-2020 02:22:44,Tbilisi,8ddca45a78,3g AFGHANI Indica THC 18% / BTC -10% sale,True,2,нет,Тбилиси,3 гр,0.0101,6964,2696,241,110.0,,,,,,,,,,3g AFGHANI Indica THC 18% / BTC -10% sale
50,50,18-02-2020 02:22:44,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0247,15511,6005,538,245.0,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
51,51,18-02-2020 02:22:44,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,2,нет,Тбилиси,3 гр,0.0107,6647,2574,230,105.0,,,,,,,,,,3x Extasy Duracell 223mg MDMA
52,52,18-02-2020 02:22:44,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0284,19626,7598,680,310.0,,,,,,,,,,NZT-52 mind storm limited 3g muka
53,53,18-02-2020 02:22:44,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0162,10066,3897,349,159.0,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
54,54,18-02-2020 02:22:44,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0158,9813,3799,340,155.0,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
55,55,18-02-2020 02:22:44,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0178,11079,4289,384,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
56,56,18-02-2020 02:22:44,Tbilisi,d04eeb6525,5шт Ecstazy 280мг MDMA (Gray Duracell),True,5,нет,Тбилиси,5 гр,0.0149,9496,3677,329,150.0,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
57,57,18-02-2020 02:22:44,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.0162,10066,3897,349,159.0,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
58,58,18-02-2020 02:22:44,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0059,4115,1593,143,65.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
59,59,18-02-2020 02:22:44,Tbilisi,c225d2f67d,гашиш евро 5г,True,2,нет,Тбилиси,5 гр,0.0203,13295,5147,461,210.0,,,,,,,,,,gashish evro 5g
60,60,18-02-2020 02:22:44,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0386,25323,9804,878,400.0,,,,,,,,,,gashish evro 10g
61,61,18-02-2020 02:22:44,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,13,нет,Тбилиси,10 гр,0.0087,6014,2328,208,95.0,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
62,62,18-02-2020 02:22:44,Tbilisi,84c8f0bee0,шишки 11гр. (наркуш феминиз),True,2,нет,Тбилиси,11 гр,0.0101,6331,2451,219,100.0,,,,,,,,,,shishki 11gr. (narkush feminiz)
63,63,18-02-2020 02:22:44,Tbilisi,436325081c,weed leaves 13gr +,True,1,нет,Тбилиси,13 гр,0.0053,3672,1422,127,58.0,,,,,,,,,,weed leaves 13gr +
64,64,18-02-2020 02:22:44,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0751,49191,19044,1705,777.0,,,,,,,,,,Gashish Evro 20gr
65,65,18-02-2020 02:22:44,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0231,14371,5564,498,227.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
66,66,18-02-2020 02:22:44,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,3,5,Тбилиси,0.35 гр,0.0304,18929,7328,656,299.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
67,67,18-02-2020 02:23:37,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.061,37985,14706,1317,600.0,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
68,68,18-02-2020 02:23:37,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0402,25323,9804,878,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
69,69,18-02-2020 02:23:37,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0241,15194,5882,527,240.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
70,70,18-02-2020 02:23:37,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0252,15827,6128,549,250.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
71,71,18-02-2020 02:23:37,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1372,94963,36765,3292,1500.0,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
72,72,18-02-2020 02:23:37,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0252,15827,6128,549,250.0,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
73,73,18-02-2020 02:23:37,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0252,15827,6128,549,250.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
74,74,18-02-2020 02:23:37,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.02,12598,4877,437,199.0,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
75,75,18-02-2020 02:23:37,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0252,15827,6128,549,250.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
76,76,18-02-2020 02:23:37,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.02,13865,5368,481,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
77,77,18-02-2020 02:23:37,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.0191,13231,5123,459,209.0,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
78,78,18-02-2020 02:23:37,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.0191,13231,5123,459,209.0,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
79,79,18-02-2020 02:23:37,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0252,15827,6128,549,250.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
80,80,18-02-2020 02:23:37,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0183,12662,4902,439,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
81,81,18-02-2020 02:23:37,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2022,140000,64421,4854,,,,,,,,,,,reagent 25i nbome. 5gr
82,82,18-02-2020 02:23:37,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2744,189926,73530,6583,3000.0,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
83,83,18-02-2020 02:23:37,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0497,30958,11985,1073,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
84,84,18-02-2020 02:23:37,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0826,52000,23928,1803,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
85,85,18-02-2020 02:23:37,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0401,25260,9779,876,399.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
86,86,18-02-2020 02:23:37,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1829,126617,49020,4389,2000.0,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
87,87,18-02-2020 02:23:37,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0805,50647,19608,1756,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
88,88,18-02-2020 02:23:38,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0365,25260,9779,876,399.0,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
89,89,18-02-2020 02:23:38,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2238,140861,54535,4883,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
90,90,18-02-2020 02:23:38,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0304,18929,7328,656,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
91,91,18-02-2020 02:23:38,Tbilisi,c9a56b2b4a,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0457,28489,11030,987,450.0,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
92,92,18-02-2020 02:23:38,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3018,208918,80883,7242,3300.0,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
93,93,18-02-2020 02:23:38,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1097,75970,29412,2633,1200.0,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
94,94,18-02-2020 02:23:38,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0956,60143,23285,2085,950.0,,,,,,,,,,Hybrid Skunk! 50 gr
95,95,18-02-2020 02:23:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2012,126617,49020,4389,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
96,96,18-02-2020 02:23:38,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1811,113955,44118,3950,1800.0,,,,,,,,,,Hybrid Skunk! 100 gr
97,97,18-02-2020 02:23:38,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2515,158271,61275,5486,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
98,98,18-02-2020 02:23:38,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0393,27223,10539,944,430.0,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
99,99,18-02-2020 02:24:33,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0393,27223,10539,944,430.0,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
100,100,18-02-2020 02:24:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.46299999999999997,291219,112746,10094,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
101,101,18-02-2020 02:24:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7549,474814,183825,16458,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
102,102,18-02-2020 02:24:33,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8556,538122,208335,18652,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
103,103,18-02-2020 02:24:33,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0183,12662,4902,439,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
104,104,18-02-2020 02:24:33,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0183,12662,4902,439,200.0,,,,,,,,,,Trebuetsja Kur'er
105,105,18-02-2020 02:24:33,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,12662,4902,439,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
