,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,Vazisubani,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,€,Кутаиси,desc_en
20,31-05-2020 11:14:17,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1912,141504,54100,4820,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
21,31-05-2020 11:14:17,Tbilisi,HWUW,opiopi,GABAGAMA 150 shtuk,True,1,нет,Тбилиси,150 гр,0.0177,13089,5004,446,185,,,,,,,,,,,GABAGAMA 150 shtuk
22,31-05-2020 11:14:17,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,4,Тбилиси,2 гр,0.0223,14858,5681,506,210,,,,,,,,,,,✨✨2gram. MDMA✨✨
23,31-05-2020 11:14:17,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,7,Тбилиси,2 гр,0.0392,26107,9981,889,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
24,31-05-2020 11:14:17,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,7,Тбилиси,3 гр,0.0615,40965,15662,1395,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
25,31-05-2020 11:14:17,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0421,28301,10820,964,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
26,31-05-2020 11:14:17,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,2,2,Тбилиси,4 гр,0.0147,9905,3787,337,140,True,,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
27,31-05-2020 11:14:17,Tbilisi,EIH4,San4oPan4o,!! Lemon Haze 5g!! !!! BTC SALE 5% !!!,True,нет,4,Тбилиси,5 гр,0.0205,14080,5383,480,199,,,,,,,,,,,!! Lemon Haze 5g!! !!! BTC SALE 5% !!!
28,31-05-2020 11:14:17,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 5G",True,нет,1,Тбилиси,5 гр,0.0736,49526,18935,1687,700,,,,,,,,,,,"""Kief"" Weed trichomes 5G"
29,31-05-2020 11:14:17,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0578,38914,14878,1326,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,31-05-2020 11:14:17,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0247,16627,6357,566,235,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
31,31-05-2020 11:14:17,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0252,16980,6492,578,240,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
32,31-05-2020 11:14:17,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,8,Тбилиси,5 гр,0.0242,16273,6222,554,230,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
33,31-05-2020 11:14:17,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0252,16980,6492,578,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
34,31-05-2020 11:15:13,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,8,Тбилиси,5 гр,0.0252,16980,6492,578,240,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,31-05-2020 11:15:13,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0241,16273,6222,554,230,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
36,31-05-2020 11:15:13,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0209,15495,5924,528,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
37,31-05-2020 11:15:13,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0246,16627,6357,566,235,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
38,31-05-2020 11:15:13,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2558,190000,87429,6478,,,,,,,,,,,,reagent 25i nbome. 5gr
39,31-05-2020 11:15:13,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2858,212256,81150,7230,3000,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
40,31-05-2020 11:15:13,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.1015,67851,25941,2311,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
41,31-05-2020 11:15:13,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,10,Тбилиси,5 гр,0.0201,13443,5140,458,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
42,31-05-2020 11:15:13,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,3,Тбилиси,5 гр,0.0518,34598,13227,1178,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
43,31-05-2020 11:15:13,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,5 гр,0.0196,13089,5004,446,185,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
44,31-05-2020 11:15:13,Tbilisi,EIH4,San4oPan4o,!! Гашиш !! Hash 6g !!! BTC SALE 5%!!!!,True,нет,1,Тбилиси,6 гр,0.0482,33183,12686,1130,469,,,,,,,,,,,!! Gashish !! Hash 6g !!! BTC SALE 5%!!!!
45,31-05-2020 11:15:13,Tbilisi,EIH4,San4oPan4o,!! Lemon Haze 7.5g!! !!! BTC SALE 5% !!!,True,нет,1,Тбилиси,7.5 гр,0.0289,19740,7547,672,279,,,,,,,,,,,!! Lemon Haze 7.5g!! !!! BTC SALE 5% !!!
46,31-05-2020 11:15:13,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0943,63677,24345,2169,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
47,31-05-2020 11:15:13,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0419,28301,10820,964,400,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
48,31-05-2020 11:15:13,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0734,49526,18935,1687,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,31-05-2020 11:15:13,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.044,29716,11361,1012,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,31-05-2020 11:15:13,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0838,56602,21640,1928,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,31-05-2020 11:15:13,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2332,157423,60186,5362,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
52,31-05-2020 11:15:13,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,2,Тбилиси,10 гр,0.165,110302,42171,3757,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
53,31-05-2020 11:15:13,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,9,Тбилиси,10 гр,0.0391,26107,9981,889,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
54,31-05-2020 11:15:13,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5292,353760,135250,12050,5000,,,,,,,,,,,METADON - 20 G.
55,31-05-2020 11:15:13,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0634,42380,16203,1444,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
56,31-05-2020 11:15:13,Tbilisi,7LHWP,GEOBUDS,50 gr georgian weed. Package on magnet,True,нет,6,Тбилиси,50 гр,0.1361,91907,35138,3131,1299,,,,,,,,,,,50 gr georgian weed. Package on magnet
57,31-05-2020 11:15:13,Tbilisi,7LHWP,GEOBUDS,100 gr georgian weed. Package on magnet,True,нет,5,Тбилиси,100 гр,0.2619,176809,67598,6023,2499,,,,,,,,,,,100 gr georgian weed. Package on magnet
58,31-05-2020 11:15:13,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2515,169805,64920,5784,2400,,,,,,,,,,,100 gr marijuana buds
59,31-05-2020 11:15:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2096,141504,54100,4820,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
60,31-05-2020 11:15:13,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.262,176880,67625,6025,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,31-05-2020 11:15:13,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6183,417437,159595,14219,5900,,,,,,,,,,,180 gr marihuana persoalno
62,31-05-2020 11:15:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4821,325459,124430,11086,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
63,31-05-2020 11:15:13,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.786,530640,202875,18075,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
64,31-05-2020 11:15:13,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8908,601392,229925,20485,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
65,31-05-2020 11:15:13,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0191,14150,5410,482,200,,,,,,,,,,,KURYER..500RUB.+BONUS
66,31-05-2020 11:15:13,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.021,14150,5410,482,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
67,31-05-2020 11:15:13,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0262,17688,6763,603,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
68,31-05-2020 11:15:13,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5862,1061280,405750,36150,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
69,31-05-2020 11:16:38,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.25 гр",,2,нет,Батуми,0.25 гр,0.0053,3538,1353,121,50,,,,,,,True,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.25 gr"
70,31-05-2020 11:16:38,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 2г,,1,нет,Батуми,2 гр,0.01,6721,2570,229,95,,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 2g
71,31-05-2020 11:16:38,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2314,155654,59510,5302,2200,,,,,,,,True,,,[100g] SPAIN HASH
72,31-05-2020 11:16:38,Batumi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,1,Батуми,0.5 гр,0.0089,6014,2299,205,85,,,,,,,,True,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
73,31-05-2020 11:16:38,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 5г,,нет,3,Батуми,5 гр,0.0237,16273,6222,554,230,,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 5g
74,31-05-2020 11:16:38,Batumi,GGVQZ,KARAVANos,Мощные шишки NORTHERN LIGHTS (INDICA) 10г,,нет,3,Батуми,10 гр,0.0433,29716,11361,1012,420,,,,,,,,True,,,Moschnye shishki NORTHERN LIGHTS (INDICA) 10g
75,31-05-2020 11:16:38,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1679,112990,51992,3853,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
76,31-05-2020 11:16:38,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2659,178900,82321,6100,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
77,31-05-2020 11:16:38,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7075,2705,241,100,,,,,,,,True,,,kur'er v Batumi
78,31-05-2020 11:16:38,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0239,17688,6763,603,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
79,31-05-2020 11:16:38,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0239,17688,6763,603,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
80,31-05-2020 11:16:38,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Батуми,25 гр,0.0292,19637,7488,669,,,,,,,,,True,250,,Rabota na marki (kur'er)
81,31-05-2020 11:16:38,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5917,1061280,405750,36150,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
82,31-05-2020 11:16:38,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0526,35376,13525,1205,500,,,,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
83,31-05-2020 11:18:04,Kutaisi,EIH4,San4oPan4o,Cocaine 2g !!! BTC SALE 5%!!!!,,4,нет,Кутаиси,2 гр,0.0318,21862,8358,745,309,,,,,,,,,,True,Cocaine 2g !!! BTC SALE 5%!!!!
84,31-05-2020 11:18:04,Kutaisi,EIH4,San4oPan4o,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!,,3,нет,Кутаиси,3 гр,0.0201,13797,5275,470,195,,,,,,,,,,True,!!!SALE!!! MDMA from Europe!!! 3g !!! BTC SALE 5%!!!! !!!SALE!!!
85,31-05-2020 11:18:04,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0292,19637,7488,669,,,,,,,,,,250,True,Rabota na marki (kur'er)
