,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Varketili,Vake,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
15,15,12-02-2020 15:02:54,Tbilisi,cb721d4bca,1 gr Шишки “OG KUSH VHQ”,True,7,нет,Тбилиси,1 гр,0.0047,3152,1232,110,50.0,,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
16,16,12-02-2020 15:02:54,Tbilisi,21de5577be,1 gr. Blue Berry Kush 100% Natural/Indika/ Import,,13,нет,Тбилиси,1 гр,0.0043,2837,1109,99,45.0,,True,True,,,,,,,,1 gr. Blue Berry Kush 100% Natural/Indika/ Import
17,17,12-02-2020 15:02:54,Tbilisi,366326d4d6,1g MDMA - !!!NEW!!! - Purity 93%,True,9,нет,Тбилиси,1 гр,0.0095,6242,2439,217,99.0,,,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
18,18,12-02-2020 15:02:54,Tbilisi,ae784bef73,Afghan HQ buds ! NEW ! 1G,True,1,нет,Тбилиси,1 гр,0.0043,2837,1109,99,45.0,,,,,,,,,,,Afghan HQ buds ! NEW ! 1G
19,19,12-02-2020 15:02:54,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,5,нет,Тбилиси,1 гр,0.0211,13870,5421,482,220.0,,,,,,,,,,,"Cocaine, 1g"
20,20,12-02-2020 15:02:54,Tbilisi,8219f5e7b8,Ketamine 1g,True,6,нет,Тбилиси,1 гр,0.0096,6305,2464,219,100.0,,,,,,,,,,,Ketamine 1g
21,21,12-02-2020 15:02:54,Tbilisi,366326d4d6,Ketamine 1g.,True,4,нет,Тбилиси,1 гр,0.0085,5611,2193,195,89.0,,,,,,,,,,,Ketamine 1g.
22,22,12-02-2020 15:02:54,Tbilisi,8219f5e7b8,"LSD - 250 ug, 1piece",True,1,нет,Тбилиси,1 гр,0.0038,2522,986,88,40.0,,,,,,,,,,,"LSD - 250 ug, 1piece"
23,23,12-02-2020 15:02:54,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,4,нет,Тбилиси,1 гр,0.0431,31524,12320,1096,500.0,,,,,,,,,,,Metadon VHQ 1 24/7
24,24,12-02-2020 15:02:54,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.0181,11916,4657,414,189.0,,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
25,25,12-02-2020 15:02:54,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,14,нет,Тбилиси,1 гр,0.0112,8196,3203,285,130.0,,,,,,,,,,,NZT-52 mind storm limited 1g muka
26,26,12-02-2020 15:02:54,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,7,нет,Тбилиси,1 гр,0.0181,12546,4903,436,199.0,,,,,,,,,,,VHQ BEST Cocaine 1g.
27,27,12-02-2020 15:02:54,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,3,нет,Тбилиси,1 гр,0.0137,9457,3696,329,150.0,,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
28,28,12-02-2020 15:02:54,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0177,11916,4657,414,189.0,,,,,,,,,,,Kokain HQ 1g.
29,29,12-02-2020 15:02:54,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0189,12546,4903,436,199.0,,,,True,,,,,,,Kokain KOLUMBIA 1g
30,30,12-02-2020 15:02:54,Tbilisi,61df6a1c90,Метадон 1гр,True,2,нет,Тбилиси,1 гр,0.040999999999999995,28371,11088,987,450.0,,,,,,,,,,,Metadon 1gr
31,31,12-02-2020 15:02:54,Tbilisi,e8a987a33c,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0379,25219,9856,877,400.0,,,,,,,,,,,"Metadon, 1gr"
32,32,12-02-2020 15:03:33,Tbilisi,2dbb5960b9,Methadone HQ in city 1.3g,True,1,нет,Тбилиси,1.3 гр,0.0529,35172,13552,1206,550.0,,,,,,,,,,,Methadone HQ in city 1.3g
33,33,12-02-2020 15:03:33,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,2 гр,0.0068,4476,1725,153,70.0,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
34,34,12-02-2020 15:03:33,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0363,24620,9486,844,385.0,,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
35,35,12-02-2020 15:03:33,Tbilisi,0fa6c5b020,Hybrid Weed VHQ (2г) BТС 10% СКИДКА,True,4,нет,Тбилиси,2 гр,0.0061,4476,1725,153,70.0,,,,,,,,,,,Hybrid Weed VHQ (2g) BTS 10% SKIDKA
36,36,12-02-2020 15:03:33,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0201,14708,5667,504,230.0,,,,,,,,,,,NZT-52 mind storm limited 2g muka
37,37,12-02-2020 15:03:33,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.035,24237,9339,831,379.0,,,,,,,,,,,Kokain HQ 2g.
38,38,12-02-2020 15:03:33,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0384,25516,9831,875,399.0,,,,True,,,,,,,Kokain KOLUMBIA 2g
39,39,12-02-2020 15:03:33,Tbilisi,edfbad0151,VHQ Cx Columbia Import 2+0.2G High Quality,True,2,нет,Тбилиси,2.2 гр,0.0287,19504,7515,669,305.0,,,,,,,,,,,VHQ Cx Columbia Import 2+0.2G High Quality
40,40,12-02-2020 15:03:33,Tbilisi,ad9cb826c6,"3 Grm Mdma , Purity A +++",True,3,нет,Тбилиси,3 гр,0.0192,14069,5421,482,220.0,,,,,,,,,,,"3 Grm Mdma , Purity A +++"
41,41,12-02-2020 15:03:33,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0102,6715,2587,230,105.0,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
42,42,12-02-2020 15:03:33,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0289,21103,8131,724,330.0,,,,,,,,,,,NZT-52 mind storm limited 3g muka
43,43,12-02-2020 15:03:33,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈,True,3,нет,Тбилиси,3 гр,0.0116,7610,2932,261,119.0,,,,,,,,,,,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈
44,44,12-02-2020 15:03:33,Tbilisi,edfbad0151,"VHQ Cx Columbia Import 3+0.3G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,3.3 гр,0.0394,28777,11088,987,450.0,,,,,,,,,,,"VHQ Cx Columbia Import 3+0.3G High Quality ""Btc -10% Sale"""
45,45,12-02-2020 15:03:33,Tbilisi,9795761a65,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0847,61954,23878,2124,,,,,,888.0,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
46,46,12-02-2020 15:03:33,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,5,нет,Тбилиси,5 гр,0.017,11191,4312,384,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
47,47,12-02-2020 15:03:33,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,2,нет,Тбилиси,5 гр,0.0057,4157,1602,143,65.0,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
48,48,12-02-2020 15:03:33,Tbilisi,c225d2f67d,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0194,13429,5174,460,210.0,,,,,,,,,,,gashish evro 5g
49,49,12-02-2020 15:03:33,Tbilisi,edfbad0151,Morocco Hash Ice-Scream 5+1G High THc,True,1,нет,Тбилиси,6 гр,0.0342,23661,9117,811,370.0,,,,,,,,,,,Morocco Hash Ice-Scream 5+1G High THc
50,50,12-02-2020 15:03:33,Tbilisi,edfbad0151,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,6 гр,0.0754,51159,19712,1754,800.0,,,,,,,,,,,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale"""
51,51,12-02-2020 15:03:33,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0369,25580,9856,877,400.0,,,,,,,,,,,gashish evro 10g
52,52,12-02-2020 15:03:33,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,23,нет,Тбилиси,10 гр,0.0087,6395,2464,219,100.0,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
53,53,12-02-2020 15:03:33,Tbilisi,9795761a65,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.0883,116234,44799,3985,,,,,,1666.0,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
54,54,12-02-2020 15:03:33,Tbilisi,436325081c,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.0058,4221,1626,145,66.0,,,,,,,,,,,weed leaves 13gr +
55,55,12-02-2020 15:03:33,Tbilisi,436325081c,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.012,8761,3376,300,137.0,,,,,,,,,,,georgian weed 15 gr salee !!!
56,56,12-02-2020 15:03:33,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0717,49688,19145,1704,777.0,,,,,,,,,,,Gashish Evro 20gr
57,57,12-02-2020 15:03:33,Tbilisi,9795761a65,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,2,нет,Тбилиси,22 гр,0.1472,193747,74674,6642,,,,,,2777.0,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
58,58,12-02-2020 15:03:33,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0243,15987,6160,548,250.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
59,59,12-02-2020 15:03:33,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,1,5,Тбилиси,0.35 гр,0.034,22382,8624,767,350.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
60,60,12-02-2020 15:03:33,Tbilisi,28bf667d16,Hashish Ice-o-lator 1g Promotion -5% for Bitcoin,True,нет,1,Тбилиси,1 гр,0.006999999999999999,4860,1873,167,76.0,,,,,,,,,,,Hashish Ice-o-lator 1g Promotion -5% for Bitcoin
61,61,12-02-2020 15:03:33,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0583,38369,14784,1315,600.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
62,62,12-02-2020 15:03:33,Tbilisi,7c395c455d,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0212,14069,5421,482,220.0,,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
63,63,12-02-2020 15:03:33,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0385,25580,9856,877,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
64,64,12-02-2020 15:03:33,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0231,15348,5914,526,240.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
65,65,12-02-2020 15:04:02,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1293,94571,36960,3289,1500.0,,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
66,66,12-02-2020 15:04:02,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0237,15762,6160,548,250.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
67,67,12-02-2020 15:04:02,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0237,15762,6160,548,250.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
68,68,12-02-2020 15:04:02,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0189,12546,4903,436,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
69,69,12-02-2020 15:04:02,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0237,15762,6160,548,250.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
70,70,12-02-2020 15:04:02,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0189,13807,5396,480,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
71,71,12-02-2020 15:04:02,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.018000000000000002,13177,5150,458,209.0,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
72,72,12-02-2020 15:04:02,Tbilisi,851e5b91a0,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.018000000000000002,13177,5150,458,209.0,,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
73,73,12-02-2020 15:04:02,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.018000000000000002,13177,5150,458,209.0,,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
74,74,12-02-2020 15:04:02,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0237,15762,6160,548,250.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
75,75,12-02-2020 15:04:02,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0172,12609,4928,438,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
76,76,12-02-2020 15:04:02,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1914,140000,64421,4800,,,,,,,,,,,,reagent 25i nbome. 5gr
77,77,12-02-2020 15:04:02,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2586,189141,73920,6577,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
78,78,12-02-2020 15:04:02,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0468,30830,12049,1072,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
79,79,12-02-2020 15:04:02,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0172,11348,4435,395,180.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
80,80,12-02-2020 15:04:02,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0378,25156,9831,875,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
81,81,12-02-2020 15:04:02,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1724,126094,49280,4385,2000.0,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
82,82,12-02-2020 15:04:02,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0759,50438,19712,1754,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
83,83,12-02-2020 15:04:02,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0344,25156,9831,875,399.0,,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
84,84,12-02-2020 15:04:02,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.21100000000000002,140280,54824,4878,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
85,85,12-02-2020 15:04:02,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0774,50942,19909,1771,808.0,,,,,,,,,,,💘✨10gram MDMA ✨💘
86,86,12-02-2020 15:04:02,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0286,18851,7367,656,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
87,87,12-02-2020 15:04:02,Tbilisi,84c8f0bee0,SALE 50%. Шишки 11гр (лсд феминиз),True,1,2,Тбилиси,11 гр,0.0142,9457,3696,329,150.0,,,,,,,,,,,SALE 50%. Shishki 11gr (lsd feminiz)
88,88,12-02-2020 15:04:02,Tbilisi,c9a56b2b4a,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0431,28371,11088,987,450.0,,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
89,89,12-02-2020 15:04:02,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2845,208055,81312,7235,3300.0,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
90,90,12-02-2020 15:04:02,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0546,37828,14784,1315,600.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
91,91,12-02-2020 15:04:02,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1035,75656,29568,2631,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
92,92,12-02-2020 15:04:02,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0819,56742,22176,1973,900.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
93,93,12-02-2020 15:04:02,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0901,59895,23408,2083,950.0,,,,,,,,,,,Hybrid Skunk! 50 gr
94,94,12-02-2020 15:04:02,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1897,126094,49280,4385,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
95,95,12-02-2020 15:04:02,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1707,113485,44352,3946,1800.0,,,,,,,,,,,Hybrid Skunk! 100 gr
96,96,12-02-2020 15:04:02,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2371,157618,61600,5481,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
97,97,12-02-2020 15:04:02,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0371,27110,10595,943,430.0,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
98,98,12-02-2020 15:04:02,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4362,290016,113344,10085,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
99,99,12-02-2020 15:04:02,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7113,472853,184800,16443,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
100,100,12-02-2020 15:04:33,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8051,535900,209440,18635,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
101,101,12-02-2020 15:04:33,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0172,12609,4928,438,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
102,102,12-02-2020 15:04:33,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0172,12609,4928,438,200.0,,,,,,,,,,,Trebuetsja Kur'er
103,103,12-02-2020 15:04:33,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0189,12609,4928,438,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
104,104,12-02-2020 15:04:33,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0237,15762,6160,548,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
